,B.IPE_open,B.IPE_high,B.IPE_low,B.IPE_close,B.IPE_volume
2012-04-12,119.85,121.75,119.14,120.45,284206.0
2012-04-13,121.7,121.74,120.37,121.1,186776.0
2012-04-16,121.0,121.0,118.2,119.19,248374.0
2012-04-17,118.53,119.34,117.98,118.67,260619.0
2012-04-18,118.45,118.85,116.7,117.59,263414.0
2012-04-19,118.15,119.15,117.68,118.5,216095.0
2012-04-20,118.01,119.69,117.87,118.93,190550.0
2012-04-23,118.53,118.91,117.21,117.9,218429.0
2012-04-24,118.75,118.94,117.85,118.39,185752.0
2012-04-25,118.38,119.25,117.45,118.37,254855.0
2012-04-26,119.05,120.17,118.78,119.65,237084.0
2012-04-27,119.6,119.95,119.06,119.52,187966.0
2012-05-02,119.7,119.8,117.64,118.68,227350.0
2012-05-03,118.2,118.45,115.92,116.99,242771.0
2012-05-04,115.91,116.29,111.76,113.61,337409.0
2012-05-07,,,,113.61,
2012-05-08,112.84,113.25,110.3,111.62,161395.0
2012-05-09,112.7,112.85,110.97,111.88,181536.0
2012-05-10,112.37,113.2,111.75,112.52,156204.0
2012-05-11,111.79,112.35,111.06,111.72,182237.0
2012-05-14,111.43,111.55,109.55,110.35,212299.0
2012-05-15,110.73,112.0,110.28,111.28,284213.0
2012-05-16,111.26,111.46,109.1,110.37,303034.0
2012-05-17,109.43,110.15,106.58,108.67,304934.0
2012-05-18,106.75,107.99,106.4,107.19,218493.0
2012-05-21,107.4,109.43,106.75,108.19,184847.0
2012-05-22,109.25,109.36,107.79,108.7,191913.0
2012-05-23,108.11,108.16,105.39,106.53,251360.0
2012-05-24,106.1,107.25,105.03,106.23,202338.0
2012-05-25,106.55,107.24,106.02,106.9,159444.0
2012-05-28,106.83,108.04,106.8,107.55,63477.0
2012-05-29,107.45,107.95,106.06,107.1,239225.0
2012-05-30,106.82,106.82,102.85,104.3,238462.0
2012-05-31,103.23,104.16,101.27,102.6,274507.0
2012-06-01,101.69,101.95,97.54,99.13,340365.0
2012-06-04,,,,99.13,
2012-06-05,,,,99.13,
2012-06-06,98.9,101.39,98.71,100.43,255853.0
2012-06-07,100.4,101.95,98.63,100.25,178395.0
2012-06-08,99.0,99.66,96.78,97.67,214152.0
2012-06-11,99.84,101.9,96.2,99.13,189441.0
2012-06-12,96.25,97.84,96.25,97.13,290021.0
2012-06-13,97.06,98.05,96.36,97.2,254047.0
2012-06-14,96.41,97.88,95.91,96.69,261695.0
2012-06-15,97.9,98.1,96.97,97.61,164175.0
2012-06-18,98.04,99.5,95.38,96.55,249638.0
2012-06-19,95.91,96.8,94.44,95.93,290971.0
2012-06-20,95.68,96.04,92.38,94.32,342256.0
2012-06-21,92.55,92.76,88.9,91.09,366247.0
2012-06-25,91.65,91.75,89.6,90.3,228087.0
2012-06-26,91.3,93.25,90.7,91.85,253298.0
2012-06-27,92.81,93.95,91.7,93.07,246153.0
2012-06-28,93.32,93.85,90.88,92.44,249512.0
2012-06-29,92.06,98.29,91.73,95.23,292897.0
2012-07-02,97.83,97.87,95.35,96.22,154491.0
2012-07-03,97.0,101.3,96.9,99.71,201745.0
2012-07-04,100.41,100.73,99.07,99.57,53606.0
2012-07-05,99.67,101.9,99.06,100.62,211851.0
2012-07-06,99.7,99.81,97.37,98.41,175136.0
2012-07-09,97.76,100.42,97.57,98.78,200678.0
2012-07-10,99.65,99.65,97.37,98.36,207518.0
2012-07-11,97.58,100.2,97.41,98.89,167649.0
2012-07-12,100.04,100.59,97.88,99.01,243058.0
2012-07-13,99.74,102.38,99.73,101.27,265253.0
2012-07-16,101.58,103.57,101.02,102.31,227810.0
2012-07-17,103.32,104.75,102.77,103.81,199904.0
2012-07-18,103.58,105.6,103.22,104.57,210353.0
2012-07-19,105.32,108.18,105.28,107.06,211510.0
2012-07-20,107.5,107.7,105.6,106.57,181966.0
2012-07-23,106.9,106.94,102.42,103.63,230610.0
2012-07-24,103.09,104.48,102.53,103.43,239082.0
2012-07-25,103.16,104.71,102.1,103.28,228761.0
2012-07-26,104.15,106.18,103.47,104.99,229685.0
2012-07-27,104.08,105.64,104.04,104.93,92450.0
2012-07-30,105.33,105.87,104.57,105.03,67787.0
2012-07-31,105.15,105.5,102.97,104.34,111204.0
2012-08-01,103.7,105.57,102.97,104.61,144181.0
2012-08-02,104.29,105.8,103.51,104.7,180445.0
2012-08-03,104.14,107.64,104.14,106.34,141469.0
2012-08-06,107.52,108.33,106.58,107.4,108763.0
2012-08-07,107.92,110.93,107.79,109.51,150487.0
2012-08-08,110.1,111.61,109.3,110.58,178898.0
2012-08-09,110.43,111.95,110.05,111.1,138489.0
2012-08-10,111.71,111.71,109.77,110.7,148673.0
2012-08-13,111.45,113.15,111.16,112.02,171793.0
2012-08-14,111.5,112.45,111.28,111.95,150904.0
2012-08-15,111.93,114.78,111.6,113.23,224566.0
2012-08-16,114.2,115.4,113.66,114.49,217674.0
2012-08-17,114.48,114.77,112.7,113.75,194074.0
2012-08-20,113.83,114.7,112.87,113.85,178807.0
2012-08-21,113.65,115.58,113.65,114.85,188919.0
2012-08-22,114.71,115.27,113.53,114.42,220561.0
2012-08-23,114.84,116.38,114.33,115.71,209979.0
2012-08-24,114.59,115.28,113.0,114.5,231127.0
2012-08-27,,,,114.5,
2012-08-28,112.68,113.1,111.71,112.44,204627.0
2012-08-29,112.34,113.3,111.5,112.35,196117.0
2012-08-30,112.5,113.44,112.25,112.88,171471.0
2012-08-31,112.48,114.93,112.36,113.79,224856.0
2012-09-03,114.07,115.37,113.53,114.42,46360.0
2012-09-04,115.1,116.03,113.4,114.77,139814.0
2012-09-05,113.64,113.87,112.36,113.16,150232.0
2012-09-06,113.62,114.7,112.15,113.77,160871.0
2012-09-07,112.44,114.24,112.0,113.26,176691.0
2012-09-10,113.68,114.58,113.46,114.12,144065.0
2012-09-11,114.15,114.85,113.9,114.43,173585.0
2012-09-12,114.35,116.0,114.34,115.26,241728.0
2012-09-13,115.19,116.89,114.38,115.73,248353.0
2012-09-14,115.66,117.95,115.58,117.09,202947.0
2012-09-17,116.67,117.02,111.5,114.75,229118.0
2012-09-18,113.45,114.42,111.61,113.12,228428.0
2012-09-19,111.71,112.98,107.4,109.66,315867.0
2012-09-20,107.55,109.75,106.49,108.02,208610.0
2012-09-21,110.5,111.7,110.08,110.95,178103.0
2012-09-24,110.62,110.62,108.18,109.02,142231.0
2012-09-25,109.26,110.81,108.81,109.94,148272.0
2012-09-26,109.07,109.45,107.69,108.52,143038.0
2012-09-27,109.32,111.7,108.9,110.61,188461.0
2012-09-28,111.67,112.48,110.69,111.51,144633.0
2012-10-08,111.16,111.44,109.74,110.72,169619.0
2012-10-09,111.45,113.64,111.05,112.43,229683.0
2012-10-10,113.24,114.41,112.68,113.51,232980.0
2012-10-11,113.56,114.95,113.26,114.34,204169.0
2012-10-12,114.94,114.94,112.93,113.72,189446.0
2012-10-15,113.33,114.49,112.46,113.48,258453.0
2012-10-16,114.33,114.87,113.48,114.12,222647.0
2012-10-17,113.93,114.31,112.8,113.43,210965.0
2012-10-18,113.13,113.63,111.57,112.46,228426.0
2012-10-19,112.26,113.27,109.9,111.7,249034.0
2012-10-22,109.95,110.97,109.12,110.09,237636.0
2012-10-23,109.52,109.8,107.31,108.26,271554.0
2012-10-24,108.31,109.34,106.8,108.05,250702.0
2012-10-25,107.59,109.28,107.46,108.41,233493.0
2012-10-26,108.49,109.7,107.4,108.76,229410.0
2012-10-29,109.65,110.26,108.51,109.39,191232.0
2012-10-30,109.36,110.1,108.65,109.24,163745.0
2012-10-31,109.14,109.8,108.3,109.2,190767.0
2012-11-01,108.49,109.03,107.75,108.32,219448.0
2012-11-02,107.25,107.96,104.79,106.3,132011.0
2012-11-05,104.84,107.3,104.09,105.25,137077.0
2012-11-06,106.85,110.39,106.26,108.23,166217.0
2012-11-07,109.77,110.69,105.72,108.04,169271.0
2012-11-08,106.0,107.31,105.32,106.37,157698.0
2012-11-09,106.33,108.81,105.45,107.01,172605.0
2012-11-12,108.7,109.36,107.53,108.39,185031.0
2012-11-13,107.88,108.0,106.56,107.23,182178.0
2012-11-14,107.18,109.3,106.87,108.2,267403.0
2012-11-15,108.62,109.58,107.3,108.53,245413.0
2012-11-16,107.69,109.25,107.66,108.49,216892.0
2012-11-19,109.2,112.2,109.19,111.0,251572.0
2012-11-20,111.8,111.85,109.01,110.55,255541.0
2012-11-21,110.49,111.46,109.55,110.62,212665.0
2012-11-22,110.97,111.17,110.11,110.55,71619.0
2012-11-23,110.47,111.54,110.1,110.93,128516.0
2012-11-26,111.16,111.48,110.27,110.83,157932.0
2012-11-27,111.0,111.36,109.31,110.33,196267.0
2012-11-28,109.91,110.17,108.44,109.11,211338.0
2012-11-29,109.7,111.3,109.45,110.64,278893.0
2012-11-30,110.35,111.34,110.25,110.84,186975.0
2012-12-03,110.96,112.33,110.6,111.37,218771.0
2012-12-04,110.92,110.92,109.15,109.89,236194.0
2012-12-05,108.92,109.65,107.72,108.63,122899.0
2012-12-06,107.75,108.3,105.86,106.83,139561.0
2012-12-07,106.15,107.04,105.8,106.33,153646.0
2012-12-10,106.27,107.52,105.93,106.79,169362.0
2012-12-11,106.18,107.17,105.98,106.61,175080.0
2012-12-12,106.77,108.92,106.77,107.97,244273.0
2012-12-13,107.95,108.13,106.38,107.29,206637.0
2012-12-14,106.62,108.4,106.55,107.6,185771.0
2012-12-17,108.3,108.5,107.58,108.02,147509.0
2012-12-18,107.98,108.98,107.93,108.51,154435.0
2012-12-19,108.9,110.48,108.74,109.78,181269.0
2012-12-20,110.1,110.66,109.7,110.11,156071.0
2012-12-21,110.2,110.28,108.66,109.21,152659.0
2012-12-24,109.02,109.22,108.13,108.53,70501.0
2012-12-25,,,,108.53,
2012-12-26,109.15,111.52,109.0,110.49,90544.0
2012-12-27,110.78,111.33,110.1,110.72,126498.0
2012-12-28,111.24,111.38,109.83,110.56,141542.0
2012-12-31,110.35,111.34,109.38,111.27,98677.0
2013-01-04,111.72,111.78,110.38,111.4,191334.0
2013-01-07,110.22,110.69,109.36,110.59,186789.0
2013-01-08,110.0,111.36,110.0,110.83,193198.0
2013-01-09,110.99,111.25,110.24,110.8,201894.0
2013-01-10,110.89,112.34,110.71,110.99,254129.0
2013-01-11,111.08,111.09,108.9,109.84,227666.0
2013-01-14,109.9,111.22,109.46,111.14,201688.0
2013-01-15,110.98,111.49,109.52,109.62,261410.0
2013-01-16,109.76,110.35,109.33,109.91,220360.0
2013-01-17,109.74,111.38,109.45,110.92,206285.0
2013-01-18,111.1,111.97,110.47,111.67,200797.0
2013-01-21,111.67,111.99,111.41,111.8,86198.0
2013-01-22,111.71,112.65,111.35,112.46,226218.0
2013-01-23,112.42,113.15,112.06,112.79,255858.0
2013-01-24,112.76,113.65,112.4,113.36,226466.0
2013-01-25,113.28,113.84,112.83,113.4,221534.0
2013-01-28,113.45,113.8,112.6,113.4,190605.0
2013-01-29,113.48,114.49,113.07,114.2,225630.0
2013-01-30,114.28,115.24,114.07,114.95,219042.0
2013-01-31,114.91,115.76,114.28,115.6,212625.0
2013-02-01,115.77,117.07,115.4,116.63,265779.0
2013-02-04,116.5,116.67,115.32,115.49,238198.0
2013-02-05,114.56,116.23,114.1,115.59,178009.0
2013-02-06,115.53,116.16,114.82,115.97,173618.0
2013-02-07,116.02,116.93,115.8,116.7,215176.0
2013-02-08,116.6,118.19,116.37,117.81,200654.0
2013-02-18,117.81,118.19,116.92,117.4,75808.0
2013-02-19,117.48,117.6,116.55,117.2,158098.0
2013-02-20,117.35,117.66,115.02,115.1,239356.0
2013-02-21,115.2,115.31,113.32,113.65,272052.0
2013-02-22,113.6,114.79,113.6,114.3,192322.0
2013-02-25,114.19,115.87,113.31,113.34,209777.0
2013-02-26,113.64,114.34,112.41,112.99,276233.0
2013-02-27,112.8,113.35,111.65,112.0,237390.0
2013-02-28,111.95,112.57,110.87,111.0,242364.0
2013-03-01,110.9,111.36,109.82,110.51,271445.0
2013-03-04,110.58,110.89,109.58,110.04,249236.0
2013-03-05,109.1,110.95,109.1,110.94,149669.0
2013-03-06,110.92,111.29,109.6,109.98,156407.0
2013-03-07,110.13,110.54,109.6,110.07,192643.0
2013-03-08,110.07,110.51,108.6,110.25,247198.0
2013-03-11,110.06,110.1,109.02,109.48,196869.0
2013-03-12,109.6,110.71,108.89,109.13,210455.0
2013-03-13,109.21,109.5,107.66,108.18,312615.0
2013-03-14,108.03,109.43,107.84,109.34,248489.0
2013-03-15,109.32,110.53,109.02,110.05,209980.0
2013-03-18,109.83,109.83,107.78,109.4,198757.0
2013-03-19,109.41,109.54,107.25,107.46,245725.0
2013-03-20,107.59,108.92,107.55,108.58,186305.0
2013-03-21,108.48,108.75,107.08,107.2,208386.0
2013-03-22,107.31,107.96,106.9,107.5,193793.0
2013-03-25,106.86,109.07,106.8,108.18,217747.0
2013-03-26,108.11,109.59,107.71,109.4,226192.0
2013-03-27,109.4,109.98,108.85,109.84,234107.0
2013-03-28,109.85,110.1,108.98,109.77,186029.0
2013-03-29,,,,109.77,
2013-04-01,,,,109.77,
2013-04-02,110.64,111.53,109.8,110.53,159038.0
2013-04-03,110.5,110.5,106.59,106.89,288144.0
2013-04-08,104.0,105.58,103.64,104.9,260394.0
2013-04-09,104.9,106.41,104.36,106.15,220511.0
2013-04-10,106.15,106.4,105.25,105.65,181902.0
2013-04-11,105.55,106.0,103.87,104.41,232494.0
2013-04-12,104.4,104.53,101.21,102.85,359203.0
2013-04-15,102.94,103.05,99.12,99.31,325703.0
2013-04-16,99.43,100.37,98.0,100.1,343928.0
2013-04-17,100.11,100.46,97.26,97.37,312011.0
2013-04-18,97.46,99.85,96.75,99.6,323954.0
2013-04-19,99.54,100.33,99.04,99.53,195529.0
2013-04-22,99.56,101.04,99.2,100.37,230561.0
2013-04-23,100.56,100.59,98.78,100.31,259823.0
2013-04-24,100.34,101.99,100.22,101.82,219336.0
2013-04-25,101.8,103.49,101.35,103.11,297231.0
2013-04-26,103.2,103.48,102.25,102.85,216372.0
2013-05-02,99.79,102.98,99.51,102.7,304465.0
2013-05-03,102.22,104.36,101.85,103.71,156374.0
2013-05-06,,,,103.71,
2013-05-07,104.9,105.42,103.65,103.75,200454.0
2013-05-08,103.77,104.48,103.16,104.02,213788.0
2013-05-09,103.98,104.26,103.18,104.1,188242.0
2013-05-10,104.05,104.2,101.39,103.38,205079.0
2013-05-13,103.31,103.62,102.09,102.64,197662.0
2013-05-14,102.64,102.9,101.91,102.53,234468.0
2013-05-15,102.58,103.65,100.91,103.65,337687.0
2013-05-16,103.6,104.28,102.74,103.84,274266.0
2013-05-17,103.77,104.87,103.35,104.72,212016.0
2013-05-20,104.75,105.31,103.83,104.79,183263.0
2013-05-21,104.78,105.15,103.51,103.63,197266.0
2013-05-22,103.52,103.79,102.22,102.47,225674.0
2013-05-23,102.25,102.68,100.64,102.66,245028.0
2013-05-24,102.55,102.79,101.65,102.78,156614.0
2013-05-27,,,,102.78,
2013-05-28,102.51,104.69,102.48,104.35,218817.0
2013-05-29,104.32,104.37,102.17,102.18,230251.0
2013-05-30,102.4,102.85,101.08,102.24,254863.0
2013-05-31,102.12,102.38,100.03,100.15,238351.0
2013-06-03,100.15,102.48,99.66,102.17,277363.0
2013-06-04,101.76,103.25,101.21,103.18,195732.0
2013-06-05,103.0,103.76,102.53,102.63,132750.0
2013-06-06,102.66,103.68,102.51,103.19,130909.0
2013-06-07,103.43,104.8,102.65,104.55,172764.0
2013-06-13,103.47,105.13,102.78,104.95,238745.0
2013-06-14,104.94,106.64,104.46,105.84,218863.0
2013-06-17,105.77,106.67,105.28,105.62,178145.0
2013-06-18,105.66,106.24,105.11,106.1,169427.0
2013-06-19,106.1,106.59,105.45,105.87,180887.0
2013-06-20,105.62,105.62,101.75,102.06,320292.0
2013-06-21,102.1,103.09,100.04,101.09,283949.0
2013-06-24,100.61,101.64,99.67,101.07,274561.0
2013-06-25,101.0,102.08,100.7,101.21,201717.0
2013-06-26,101.1,101.89,100.25,101.8,211659.0
2013-06-27,101.66,103.34,101.66,102.65,209171.0
2013-06-28,102.76,103.44,101.87,101.99,254288.0
2013-07-01,101.9,103.71,101.63,102.93,252231.0
2013-07-02,102.49,103.58,102.4,103.41,135222.0
2013-07-03,103.65,105.48,103.65,105.21,181702.0
2013-07-04,105.29,105.44,104.3,104.84,64628.0
2013-07-05,104.9,107.12,104.78,107.06,198932.0
2013-07-08,107.26,107.32,106.09,106.49,181380.0
2013-07-09,106.53,107.48,106.13,107.35,181735.0
2013-07-10,107.35,107.9,106.95,107.34,215998.0
2013-07-11,107.42,108.06,106.35,106.64,229436.0
2013-07-12,106.64,108.2,106.61,108.2,216253.0
2013-07-15,107.97,108.27,107.11,108.08,233458.0
2013-07-16,108.03,108.68,107.68,107.93,243309.0
2013-07-17,107.9,108.74,107.3,108.74,199319.0
2013-07-18,108.61,108.87,108.03,108.83,212809.0
2013-07-19,108.71,109.18,107.01,108.3,228697.0
2013-07-22,108.3,108.68,107.55,108.16,219493.0
2013-07-23,108.3,108.63,107.56,108.41,206576.0
2013-07-24,108.44,108.6,106.25,107.05,213458.0
2013-07-25,107.11,107.87,106.54,107.65,191671.0
2013-07-26,107.59,107.79,106.53,107.19,138874.0
2013-07-29,107.19,107.89,106.6,107.33,196792.0
2013-07-30,107.45,107.56,106.54,107.01,179489.0
2013-07-31,106.84,107.95,105.73,107.82,238693.0
2013-08-01,107.74,109.64,107.52,109.4,253331.0
2013-08-02,108.58,109.17,107.54,108.07,102050.0
2013-08-05,107.97,108.56,106.69,107.71,125032.0
2013-08-06,107.76,108.27,106.5,107.19,156720.0
2013-08-07,106.86,107.05,105.89,105.92,202776.0
2013-08-08,106.12,106.57,104.59,105.5,183268.0
2013-08-09,105.36,106.95,105.27,106.87,158428.0
2013-08-12,107.0,107.91,106.28,107.86,197101.0
2013-08-13,107.51,108.7,107.51,108.1,200466.0
2013-08-14,108.18,108.98,107.78,108.96,227889.0
2013-08-15,108.9,110.05,108.9,109.32,238630.0
2013-08-16,109.42,110.7,109.17,110.42,212469.0
2013-08-19,110.53,111.0,109.59,109.59,206789.0
2013-08-20,109.67,110.73,108.61,110.15,248578.0
2013-08-21,110.11,110.28,109.23,109.73,211620.0
2013-08-22,109.7,110.15,109.4,110.0,172037.0
2013-08-23,109.9,111.23,109.77,111.05,238053.0
2013-08-26,111.15,111.68,110.5,110.93,92717.0
2013-08-27,111.14,115.29,110.73,115.29,310292.0
2013-08-28,115.23,117.34,114.81,116.33,309574.0
2013-08-29,115.86,117.04,114.18,114.44,273610.0
2013-08-30,114.2,115.53,113.63,114.45,264019.0
2013-09-02,112.32,112.82,110.52,112.44,68641.0
2013-09-03,112.63,114.05,112.3,113.7,176207.0
2013-09-04,113.79,114.15,112.6,113.23,169751.0
2013-09-05,113.16,113.9,112.72,113.7,145695.0
2013-09-06,113.57,114.85,113.32,114.1,153135.0
2013-09-09,114.51,114.51,111.66,111.77,242877.0
2013-09-10,111.75,112.17,109.38,109.96,222991.0
2013-09-11,109.85,111.18,109.7,110.29,215199.0
2013-09-12,110.39,111.96,110.0,111.89,286128.0
2013-09-13,111.8,111.88,110.55,111.79,219892.0
2013-09-16,111.25,111.49,108.73,109.82,268810.0
2013-09-17,109.5,110.0,107.41,107.75,230460.0
2013-09-18,107.85,111.06,107.64,110.74,215868.0
2013-09-23,108.7,108.7,107.05,107.16,136954.0
2013-09-24,107.21,108.04,106.62,107.92,191077.0
2013-09-25,107.89,108.98,106.96,107.06,206961.0
2013-09-26,107.08,108.33,107.08,108.09,121941.0
2013-09-27,108.17,108.68,107.17,107.35,153065.0
2013-09-30,107.43,107.72,106.3,107.27,119856.0
2013-10-08,108.78,109.97,108.54,109.42,206510.0
2013-10-09,109.35,109.47,107.39,108.25,221458.0
2013-10-10,108.26,111.15,108.13,110.87,304312.0
2013-10-11,110.93,110.98,109.73,110.29,242906.0
2013-10-14,110.0,110.59,109.1,110.18,182618.0
2013-10-15,110.31,110.48,108.84,109.0,236919.0
2013-10-16,109.19,111.3,109.05,110.49,266474.0
2013-10-17,110.57,110.66,108.71,109.0,248447.0
2013-10-18,109.13,110.24,108.95,109.94,197810.0
2013-10-21,109.94,110.19,109.21,109.77,208643.0
2013-10-22,109.76,110.94,109.57,110.06,253828.0
2013-10-23,109.99,110.06,107.35,107.65,340971.0
2013-10-24,107.65,108.26,106.9,106.99,256681.0
2013-10-25,107.09,107.39,106.27,107.06,228740.0
2013-10-28,107.04,109.68,106.85,109.42,288960.0
2013-10-29,109.41,109.46,108.45,108.81,202174.0
2013-10-30,108.76,110.16,108.59,109.77,252817.0
2013-10-31,109.69,109.87,108.55,108.9,259937.0
2013-11-01,109.05,109.41,105.78,105.91,320851.0
2013-11-04,105.78,106.53,105.14,105.94,143358.0
2013-11-05,106.16,106.4,105.15,105.65,125187.0
2013-11-06,105.37,106.34,104.9,104.99,307466.0
2013-11-07,105.0,105.21,103.24,103.46,291116.0
2013-11-08,103.63,105.3,103.13,105.04,316696.0
2013-11-11,105.07,106.34,105.03,106.18,207847.0
2013-11-12,106.21,107.1,105.26,105.82,265705.0
2013-11-13,105.61,107.18,105.58,106.89,308787.0
2013-11-14,106.83,108.95,106.83,108.28,324988.0
2013-11-15,108.38,108.65,107.69,108.5,215683.0
2013-11-18,108.5,108.73,107.53,108.47,203046.0
2013-11-19,108.3,108.63,106.81,107.07,246027.0
2013-11-20,107.11,108.38,106.51,107.92,220188.0
2013-11-21,107.76,110.25,107.62,110.15,253964.0
2013-11-22,110.07,111.4,109.65,110.49,276245.0
2013-11-25,,111.66,108.05,111.05,278784.0
2013-11-26,111.08,111.49,110.41,111.04,199747.0
2013-11-27,111.0,111.65,110.51,111.59,193979.0
2013-11-28,111.4,111.55,110.61,110.95,61684.0
2013-11-29,111.04,111.5,109.62,110.11,126876.0
2013-12-02,109.6,112.34,109.28,111.42,266980.0
2013-12-03,111.53,112.93,111.04,112.88,217611.0
2013-12-04,112.45,112.5,110.98,111.17,123455.0
2013-12-05,111.14,111.76,110.4,110.71,108351.0
2013-12-06,110.56,111.64,110.52,111.36,103556.0
2013-12-09,111.15,111.37,108.73,108.93,159887.0
2013-12-10,108.99,110.19,108.4,109.25,192217.0
2013-12-11,109.45,109.7,108.46,109.32,155122.0
2013-12-12,109.36,109.78,108.14,108.34,168570.0
2013-12-13,108.22,108.62,107.61,108.3,200667.0
2013-12-16,108.55,110.4,108.53,109.04,209567.0
2013-12-17,109.2,109.41,108.2,108.21,149781.0
2013-12-18,108.33,109.73,107.8,109.28,187960.0
2013-12-19,109.25,110.53,109.14,110.06,159785.0
2013-12-20,110.09,111.89,109.87,111.84,169479.0
2013-12-23,111.55,111.93,111.27,111.57,103720.0
2013-12-24,111.61,112.06,111.42,112.0,52160.0
2013-12-25,,,,112.0,
2013-12-26,111.99,112.12,111.46,112.0,43620.0
2013-12-27,111.95,112.8,111.5,112.11,126905.0
2013-12-30,112.2,112.64,110.9,111.2,111066.0
2013-12-31,111.18,111.52,110.4,110.9,84991.0
2014-01-02,111.0,111.35,107.65,107.82,200650.0
2014-01-03,107.88,108.64,106.79,107.03,191130.0
2014-01-06,106.8,107.96,106.58,107.0,181818.0
2014-01-07,106.73,107.33,106.56,107.01,154533.0
2014-01-08,107.08,107.54,106.6,106.83,174765.0
2014-01-09,106.83,107.71,105.7,106.0,180459.0
2014-01-10,105.91,106.89,105.5,106.83,233482.0
2014-01-13,106.61,106.96,105.58,105.59,213137.0
2014-01-14,105.87,106.3,105.22,105.25,228651.0
2014-01-15,105.27,106.72,105.06,105.97,245760.0
2014-01-16,106.11,106.4,105.46,105.48,231428.0
2014-01-17,105.55,106.95,105.44,106.32,198417.0
2014-01-20,106.28,106.65,105.81,106.33,103661.0
2014-01-21,106.35,108.0,106.28,106.8,254312.0
2014-01-22,106.9,108.33,106.78,108.08,184004.0
2014-01-23,108.14,108.28,107.37,107.58,241803.0
2014-01-24,107.58,108.03,106.23,107.89,244563.0
2014-01-27,107.31,107.38,105.82,106.29,107543.0
2014-01-28,106.32,107.17,106.1,106.89,120424.0
2014-01-29,106.86,107.47,106.41,107.11,112950.0
2014-01-30,107.25,107.73,107.05,107.07,127259.0
2014-02-07,106.77,109.02,106.29,108.83,179980.0
2014-02-10,109.0,109.01,107.73,107.78,168263.0
2014-02-11,107.72,108.63,107.72,108.2,212206.0
2014-02-12,108.24,109.0,108.07,108.27,249899.0
2014-02-13,108.2,108.74,107.64,108.58,218962.0
2014-02-14,108.58,109.25,107.85,109.07,146752.0
2014-02-17,109.13,109.4,108.64,109.1,56865.0
2014-02-18,109.07,110.7,108.84,110.63,150349.0
2014-02-19,110.55,110.82,110.02,110.42,163342.0
2014-02-20,110.39,110.49,109.58,110.49,151209.0
2014-02-21,110.5,110.5,109.35,109.84,154902.0
2014-02-24,109.65,110.77,109.5,110.71,202524.0
2014-02-25,110.64,110.64,109.42,109.59,198156.0
2014-02-26,109.56,109.97,109.2,109.51,186710.0
2014-02-27,109.41,109.45,108.65,108.77,192908.0
2014-02-28,108.31,108.85,108.0,108.65,103428.0
2014-03-03,108.93,111.87,108.83,110.78,176070.0
2014-03-04,110.64,110.86,108.6,108.73,126480.0
2014-03-05,108.64,108.93,107.09,107.28,141229.0
2014-03-06,107.12,107.97,106.86,107.8,155424.0
2014-03-07,107.73,108.55,107.27,108.23,160055.0
2014-03-10,108.3,108.32,107.21,107.38,144896.0
2014-03-11,107.39,108.08,107.27,107.77,162825.0
2014-03-12,107.6,107.84,106.92,107.6,245647.0
2014-03-13,107.6,107.79,106.5,106.99,228723.0
2014-03-14,106.85,108.5,106.75,108.5,221700.0
2014-03-17,108.55,108.6,106.16,106.4,166228.0
2014-03-18,106.4,106.85,105.85,106.65,170581.0
2014-03-19,106.6,106.87,105.71,105.84,188478.0
2014-03-20,105.9,106.75,105.41,106.23,205209.0
2014-03-21,106.0,107.52,105.79,106.94,111342.0
2014-03-24,106.68,107.29,106.2,106.36,84056.0
2014-03-25,106.4,107.27,106.24,106.75,103758.0
2014-03-26,106.77,107.19,106.37,106.9,122872.0
2014-03-27,106.82,107.88,106.66,107.55,133198.0
2014-03-28,107.65,108.25,107.51,107.86,89868.0
2014-03-31,107.89,108.22,106.96,107.65,88661.0
2014-04-01,107.4,107.7,105.03,105.31,143212.0
2014-04-02,105.26,105.76,103.96,104.7,224763.0
2014-04-03,104.59,106.24,104.41,106.14,189494.0
2014-04-04,106.09,106.91,106.04,106.57,162734.0
2014-04-08,105.99,107.8,105.8,107.48,211635.0
2014-04-09,107.54,108.12,107.1,107.9,181647.0
2014-04-10,107.75,107.91,107.33,107.39,159110.0
2014-04-11,107.45,107.92,107.06,107.15,185294.0
2014-04-14,107.23,109.14,107.23,108.96,291139.0
2014-04-15,108.83,109.75,108.33,109.18,234241.0
2014-04-16,109.43,110.36,109.0,109.71,229357.0
2014-04-17,109.6,110.19,109.08,109.76,163987.0
2014-04-18,,,,109.76,
2014-04-21,,,,109.76,
2014-04-22,109.94,109.99,108.53,109.37,201105.0
2014-04-23,109.5,109.54,108.6,109.14,181744.0
2014-04-24,109.22,110.65,109.07,110.39,215429.0
2014-04-25,110.33,110.63,109.25,109.39,216211.0
2014-04-28,109.5,110.2,107.86,108.12,246467.0
2014-04-29,108.13,109.37,108.0,108.91,206500.0
2014-04-30,108.8,108.8,107.55,108.14,213559.0
2014-05-05,,,,108.33,
2014-05-06,106.91,107.58,106.4,106.54,131496.0
2014-05-07,106.54,107.73,106.46,107.53,191634.0
2014-05-08,107.61,107.61,106.86,107.49,158425.0
2014-05-09,107.67,108.44,107.05,107.36,180914.0
2014-05-12,107.25,108.17,107.25,107.77,169466.0
2014-05-13,107.6,108.75,107.44,108.65,207629.0
