,B.IPE_open,B.IPE_high,B.IPE_low,B.IPE_close,B.IPE_volume
2016-06-02,49.63,50.3,48.84,49.95,270116.0
2016-06-03,49.95,50.33,49.3,49.84,227821.0
2016-06-06,49.83,50.83,49.72,50.48,223756.0
2016-06-07,50.46,51.54,50.28,51.49,208823.0
2016-06-08,51.41,52.8,51.32,52.7,260745.0
2016-06-13,50.42,50.79,49.61,50.0,208806.0
2016-06-14,49.89,50.05,49.2,49.25,224005.0
2016-06-15,50.78,51.35,50.05,50.24,83309.0
2016-06-16,49.11,49.31,47.5,47.57,151611.0
2016-06-17,47.82,49.97,47.81,49.84,119980.0
2016-06-20,50.0,51.32,49.84,51.01,157169.0
2016-06-21,51.03,51.73,50.12,51.59,177566.0
2016-06-22,51.64,51.85,49.88,50.53,224174.0
2016-06-23,50.8,51.84,50.58,51.82,207608.0
2016-06-24,51.32,51.39,48.24,49.04,283840.0
2016-06-27,49.15,49.48,47.3,48.11,230404.0
2016-06-28,48.19,49.45,48.05,49.39,299226.0
2016-06-29,49.49,51.44,49.33,50.96,317841.0
2016-06-30,50.94,51.02,49.53,49.74,309512.0
2016-07-01,49.9,50.66,49.25,50.55,248693.0
2016-07-04,50.6,50.75,50.03,50.04,113446.0
2016-07-05,50.03,50.05,47.54,48.18,305737.0
2016-07-06,48.06,49.31,47.17,49.25,279124.0
2016-07-07,49.12,49.59,46.15,46.45,328097.0
2016-07-08,46.6,47.23,46.15,46.44,237284.0
2016-07-11,46.49,47.1,45.9,46.07,229276.0
2016-07-12,46.17,48.57,46.09,48.19,321525.0
2016-07-13,48.13,48.2,46.09,46.56,299796.0
2016-07-14,46.59,47.47,46.34,47.28,289355.0
2016-07-15,48.61,49.64,48.28,49.56,97513.0
2016-07-18,,49.27,47.97,48.48,79558.0
2016-07-19,48.33,48.94,48.01,48.19,80376.0
2016-07-20,48.3,48.93,47.35,48.54,125673.0
2016-07-21,48.63,48.96,47.36,47.52,83367.0
2016-07-22,47.53,47.8,46.54,47.06,100398.0
2016-07-25,47.03,47.19,45.93,46.05,75875.0
2016-07-26,45.17,45.34,44.53,44.95,213119.0
2016-07-27,44.9,45.33,43.72,43.82,349557.0
2016-07-28,43.95,44.15,43.13,43.16,336668.0
2016-07-29,43.14,43.6,42.52,43.21,286584.0
2016-08-01,43.11,43.85,41.87,42.22,234773.0
2016-08-02,42.23,43.18,41.51,41.97,262560.0
2016-08-03,41.94,43.47,41.56,43.44,320440.0
2016-08-04,43.36,44.34,42.51,44.22,276418.0
2016-08-05,44.18,44.49,43.51,44.42,236874.0
2016-08-08,,45.71,44.24,45.17,221512.0
2016-08-09,45.25,45.77,44.76,44.99,216218.0
2016-08-10,44.92,45.68,43.81,43.84,284858.0
2016-08-11,44.74,47.09,44.36,46.73,137343.0
2016-08-12,46.99,47.96,46.47,47.91,98048.0
2016-08-15,47.93,49.2,47.58,48.84,108418.0
2016-08-16,48.46,49.6,48.15,49.17,191034.0
2016-08-17,49.14,50.17,48.79,50.04,226900.0
2016-08-18,49.99,51.31,49.75,51.2,159302.0
2016-08-19,51.11,51.48,50.6,51.04,138485.0
2016-08-22,50.9,50.9,49.46,49.46,181333.0
2016-08-23,49.43,50.63,48.89,49.94,223793.0
2016-08-24,49.76,50.14,48.97,49.29,218501.0
2016-08-25,49.31,50.02,48.94,49.93,192513.0
2016-08-26,49.91,50.99,49.38,49.79,187835.0
2016-08-29,49.77,49.83,49.15,49.41,112615.0
2016-08-30,49.45,49.9,48.48,48.68,300287.0
2016-08-31,48.65,48.77,46.77,46.97,295265.0
2016-09-01,46.98,47.24,45.32,45.82,290044.0
2016-09-02,45.79,47.02,45.41,46.68,279344.0
2016-09-05,46.7,49.4,46.4,47.4,287952.0
2016-09-06,47.43,47.99,46.29,47.36,215064.0
2016-09-07,47.2,48.56,46.97,48.55,224227.0
2016-09-08,48.55,50.14,48.21,49.69,327241.0
2016-09-09,49.63,49.7,47.76,47.88,262147.0
2016-09-12,48.25,49.08,47.37,48.66,154029.0
2016-09-13,48.67,48.71,47.45,47.73,184070.0
2016-09-14,47.74,47.96,46.17,46.44,218879.0
2016-09-19,46.51,47.38,46.33,46.38,152769.0
2016-09-20,46.31,46.77,45.57,46.68,230967.0
2016-09-21,46.87,47.59,46.86,47.48,211835.0
2016-09-22,47.49,48.33,47.49,48.06,300638.0
2016-09-23,47.85,48.78,46.24,46.6,309962.0
2016-09-26,46.62,48.24,46.3,47.54,236073.0
2016-09-27,47.71,47.89,46.17,46.75,317115.0
2016-09-28,46.75,49.5,46.26,49.43,602694.0
2016-09-29,49.46,50.39,48.55,49.61,440052.0
2016-09-30,49.76,50.27,48.9,49.99,307875.0
2016-10-10,51.63,53.73,51.3,52.92,334274.0
2016-10-11,53.11,53.32,52.12,52.5,373849.0
2016-10-12,52.48,52.87,51.61,51.66,254729.0
2016-10-13,51.6,52.15,50.92,51.96,310648.0
2016-10-14,52.06,52.55,51.5,52.0,248439.0
2016-10-17,51.93,52.29,51.16,51.68,247028.0
2016-10-18,51.72,52.15,51.25,52.15,274173.0
2016-10-19,52.13,53.14,52.09,52.54,292949.0
2016-10-20,53.38,53.48,52.05,52.3,208966.0
2016-10-21,52.3,52.83,52.0,52.78,191841.0
2016-10-24,52.76,52.91,51.51,52.38,219038.0
2016-10-25,52.43,52.81,51.24,51.29,215666.0
2016-10-26,51.26,51.8,50.75,51.07,311886.0
2016-10-27,51.1,51.98,50.94,51.43,292795.0
2016-10-28,51.51,51.66,50.34,50.57,268414.0
2016-10-31,50.34,50.76,48.45,48.51,356579.0
2016-11-01,48.72,49.26,47.72,47.9,462804.0
2016-11-02,47.9,48.02,46.46,47.08,366824.0
2016-11-03,47.15,47.52,45.99,46.28,283616.0
2016-11-04,46.43,46.56,45.08,45.6,384560.0
2016-11-07,45.7,46.38,45.38,46.33,276169.0
2016-11-08,46.3,46.69,45.6,45.82,320983.0
2016-11-09,46.04,46.95,44.4,46.5,448124.0
2016-11-10,46.36,46.92,45.56,45.68,302445.0
2016-11-11,45.8,45.89,44.19,44.52,286705.0
2016-11-14,44.54,44.99,43.57,44.76,260146.0
2016-11-15,44.7,47.25,44.67,46.91,354268.0
2016-11-16,46.88,47.56,46.25,46.34,335482.0
2016-11-17,47.44,48.63,47.08,47.18,189232.0
2016-11-18,47.26,48.09,46.86,48.01,143278.0
2016-11-21,48.11,50.24,48.07,50.1,183801.0
2016-11-22,50.52,51.02,49.2,50.12,315673.0
2016-11-23,50.13,50.49,49.56,49.93,244694.0
2016-11-24,50.16,50.24,49.78,49.91,63606.0
2016-11-25,49.96,50.03,47.84,48.1,172828.0
2016-11-28,47.97,49.76,47.3,48.99,374366.0
2016-11-29,49.06,49.07,46.91,47.26,407079.0
2016-11-30,47.51,52.37,47.4,51.52,782952.0
2016-12-01,51.72,54.53,51.51,53.7,460862.0
2016-12-02,53.88,54.5,52.84,54.49,312780.0
2016-12-05,54.4,55.33,53.77,54.19,288551.0
2016-12-06,54.5,54.94,53.51,53.89,280650.0
2016-12-07,53.94,54.23,52.92,53.02,298565.0
2016-12-08,53.15,54.05,52.81,53.98,334183.0
2016-12-09,53.97,54.46,53.77,54.36,264797.0
2016-12-12,55.88,57.89,55.11,55.45,372173.0
2016-12-13,55.7,56.44,55.13,55.23,283432.0
2016-12-14,55.85,56.5,54.28,54.47,202836.0
2016-12-15,54.54,55.19,53.84,54.92,169354.0
2016-12-16,54.85,55.97,54.39,55.95,161738.0
2016-12-19,56.0,56.41,55.33,55.7,178038.0
2016-12-20,55.64,56.49,55.4,56.21,216588.0
2016-12-21,56.2,56.5,55.12,55.31,263497.0
2016-12-22,55.34,55.99,54.82,55.63,164262.0
2016-12-23,55.61,55.99,55.01,55.82,103016.0
2016-12-26,,,,55.82,
2016-12-27,,,,55.82,
2016-12-28,56.71,57.27,56.61,56.63,208329.0
2016-12-29,56.73,57.33,56.66,56.95,229913.0
2016-12-30,57.0,57.2,56.46,56.75,129096.0
2017-01-03,57.05,58.37,55.3,56.71,340817.0
2017-01-04,55.73,57.63,55.33,57.63,282545.0
2017-01-05,56.35,57.98,56.01,57.98,269612.0
2017-01-06,56.88,58.17,56.28,58.17,234870.0
2017-01-09,56.81,57.0,54.74,56.09,266387.0
2017-01-10,54.95,55.36,53.58,54.79,332978.0
2017-01-11,53.8,56.09,53.7,56.09,419902.0
2017-01-12,55.19,56.98,55.01,56.98,331632.0
2017-01-13,56.0,56.38,55.28,56.38,247086.0
2017-01-16,55.64,56.73,55.19,56.73,112583.0
2017-01-17,55.74,56.95,55.4,56.44,335727.0
2017-01-18,55.48,55.9,53.77,54.93,360148.0
2017-01-19,54.29,55.21,53.9,55.21,346867.0
2017-01-20,54.92,56.5,54.67,56.5,189006.0
2017-01-23,56.06,56.24,55.1,56.11,215101.0
2017-01-24,55.88,56.32,55.5,56.32,233418.0
2017-01-25,55.69,56.05,55.17,55.83,278300.0
2017-01-26,55.73,56.87,55.48,56.87,299608.0
2017-02-03,56.92,57.3,56.39,57.15,259029.0
2017-02-06,56.85,57.13,55.65,56.1,252700.0
2017-02-07,55.91,55.98,54.58,55.33,317181.0
2017-02-08,54.5,55.68,54.44,55.47,409826.0
2017-02-09,55.3,56.0,55.23,56.0,263404.0
2017-02-10,55.66,57.06,55.59,57.06,284708.0
2017-02-13,56.68,56.81,55.41,55.96,234312.0
2017-02-14,55.75,56.46,55.53,56.29,254982.0
2017-02-15,56.1,56.57,55.9,56.1,189957.0
2017-02-16,56.05,56.59,55.49,56.0,182549.0
2017-02-17,56.08,56.21,55.45,56.11,210324.0
2017-02-20,56.23,56.67,55.99,56.35,174916.0
2017-02-21,56.3,57.42,56.28,56.76,365653.0
2017-02-22,56.86,57.09,55.84,56.04,262685.0
2017-02-23,56.39,57.48,56.36,56.82,246909.0
2017-02-24,56.63,56.92,56.08,56.31,330680.0
2017-02-27,56.32,57.06,56.28,56.42,311469.0
2017-02-28,56.52,56.64,55.62,56.51,394147.0
2017-03-01,56.45,57.05,56.24,56.36,254000.0
2017-03-02,56.31,56.44,55.03,55.03,350125.0
2017-03-03,55.18,55.95,55.09,55.9,248708.0
2017-03-06,55.8,56.25,55.32,56.01,224195.0
2017-03-07,55.95,56.65,55.56,55.92,269515.0
2017-03-08,55.63,55.77,52.93,53.11,444133.0
2017-03-09,53.49,53.86,51.5,52.19,504122.0
2017-03-10,52.33,53.02,51.14,51.37,351344.0
2017-03-13,51.49,51.7,50.85,51.35,276760.0
2017-03-14,51.34,51.86,50.25,50.92,411631.0
2017-03-15,51.5,52.15,51.36,51.81,327902.0
2017-03-16,52.08,52.65,51.5,51.74,281525.0
2017-03-17,51.9,52.34,51.69,52.07,198396.0
2017-03-20,51.84,52.12,51.21,51.87,186846.0
2017-03-21,51.85,52.37,50.97,51.07,234435.0
2017-03-22,51.01,51.2,50.0,50.93,300026.0
2017-03-23,51.02,51.29,50.46,50.6,348040.0
2017-03-24,50.76,51.17,50.52,51.14,264097.0
2017-03-27,51.15,51.19,50.13,50.94,236775.0
2017-03-28,50.98,52.0,50.92,51.42,293774.0
2017-03-29,51.49,52.61,51.45,52.55,345028.0
2017-03-30,52.53,53.27,52.17,53.07,439028.0
2017-03-31,53.04,53.77,52.6,53.62,388846.0
2017-04-05,54.22,55.09,53.97,54.01,353017.0
2017-04-06,54.13,55.0,54.02,54.9,239472.0
2017-04-07,54.88,56.08,54.57,55.26,317775.0
2017-04-10,55.19,56.05,55.19,56.0,298898.0
2017-04-11,56.08,56.3,55.45,56.29,340419.0
2017-04-12,56.28,56.65,55.5,55.62,373526.0
2017-04-13,55.66,56.06,55.56,55.64,325309.0
2017-04-14,,,,55.64,
2017-04-17,55.55,55.98,55.29,55.48,157000.0
2017-04-18,55.39,55.48,54.61,54.82,373099.0
2017-04-19,55.32,55.69,53.09,53.58,274127.0
2017-04-20,53.61,54.03,53.18,53.48,324000.0
2017-04-21,53.45,53.77,52.08,52.51,324095.0
2017-04-24,52.53,53.06,51.95,52.15,272234.0
2017-04-25,52.18,52.84,51.8,52.42,322573.0
2017-04-26,52.32,52.95,51.85,52.07,421762.0
2017-04-27,52.11,52.28,51.01,52.07,538784.0
2017-04-28,51.95,52.6,51.62,51.89,352782.0
2017-05-02,51.39,52.16,50.14,51.13,364060.0
2017-05-03,50.99,51.14,50.2,50.62,357189.0
2017-05-04,50.59,50.73,48.16,48.35,541579.0
2017-05-05,48.45,49.63,46.64,49.47,530438.0
2017-05-08,49.27,49.92,48.48,49.45,400718.0
2017-05-09,49.44,49.72,48.39,48.99,332913.0
2017-05-10,48.95,50.63,48.81,50.28,368112.0
2017-05-11,50.28,51.16,50.25,50.77,315588.0
2017-05-12,50.76,51.09,50.33,50.91,304757.0
2017-05-15,50.89,52.63,50.74,51.8,331418.0
2017-05-16,51.88,52.36,51.1,51.23,340962.0
2017-05-17,51.43,52.82,51.3,52.23,182193.0
2017-05-18,52.47,52.93,51.34,52.65,205226.0
2017-05-19,52.74,53.97,52.72,53.97,225990.0
2017-05-22,53.99,54.53,53.85,53.97,315908.0
2017-05-23,54.13,54.67,53.48,54.41,293401.0
2017-05-24,54.35,54.85,53.93,54.14,293521.0
2017-05-25,54.4,54.93,51.35,51.64,393667.0
2017-05-26,51.79,52.65,51.05,52.58,341994.0
2017-05-31,52.18,52.32,50.21,50.98,514958.0
2017-06-01,51.17,51.45,50.23,50.4,462917.0
2017-06-02,50.23,50.52,48.95,49.95,477825.0
2017-06-05,49.87,50.74,49.04,49.48,373957.0
2017-06-06,49.57,50.3,49.0,49.97,355251.0
2017-06-07,49.97,50.14,47.96,48.2,498496.0
2017-06-08,48.26,48.6,47.56,47.87,473717.0
2017-06-09,47.79,48.56,47.4,48.3,313799.0
2017-06-12,48.06,49.15,48.01,48.27,347031.0
2017-06-13,48.32,48.82,47.87,48.23,349413.0
2017-06-14,48.18,48.69,46.74,46.9,491795.0
2017-06-15,47.15,47.46,46.98,47.07,255636.0
2017-06-16,47.08,47.86,47.08,47.55,171397.0
2017-06-19,47.5,48.0,47.0,47.05,204951.0
2017-06-20,47.19,47.44,45.68,46.08,260270.0
2017-06-21,46.14,46.86,44.6,44.98,298297.0
2017-06-22,45.06,45.98,44.78,45.5,325575.0
2017-06-23,45.48,45.97,45.24,45.8,255560.0
2017-06-26,45.82,46.42,45.26,46.14,211491.0
2017-06-27,46.1,47.3,46.0,46.46,324769.0
2017-06-28,46.54,47.7,46.54,47.68,352306.0
2017-06-29,47.61,48.27,47.34,47.5,424068.0
2017-06-30,47.6,49.0,47.6,48.94,334782.0
2017-07-03,48.95,49.71,48.54,49.6,268212.0
2017-07-04,49.63,49.9,49.29,49.68,150481.0
2017-07-05,49.67,49.84,47.0,48.34,399829.0
2017-07-06,48.28,49.18,47.77,47.99,335141.0
2017-07-07,47.76,47.76,46.28,46.88,328586.0
2017-07-10,46.84,47.38,46.11,46.99,300756.0
2017-07-11,46.99,48.21,46.29,48.1,316200.0
2017-07-12,48.21,48.79,47.35,47.71,366697.0
2017-07-13,47.7,48.53,47.18,48.37,293394.0
2017-07-14,48.37,49.11,48.15,49.09,325868.0
2017-07-17,49.14,49.26,48.31,48.37,245707.0
2017-07-18,48.4,49.41,48.24,48.7,274788.0
2017-07-19,48.7,49.81,48.58,49.57,325176.0
2017-07-20,49.65,50.19,49.19,49.28,353389.0
2017-07-21,49.53,49.85,48.05,48.36,241489.0
2017-07-24,48.24,49.0,47.94,48.9,244079.0
2017-07-25,48.84,51.06,48.84,50.84,262024.0
2017-07-26,50.74,51.2,50.23,51.01,311139.0
2017-07-27,51.0,51.67,50.58,51.63,325023.0
2017-07-28,51.58,52.35,51.33,52.32,439160.0
2017-07-31,52.3,52.9,51.78,52.68,398842.0
2017-08-01,52.7,52.93,50.88,51.47,415044.0
2017-08-02,51.38,52.43,51.18,52.29,429253.0
2017-08-03,52.24,52.89,51.77,51.93,427663.0
2017-08-04,51.97,52.52,51.43,52.46,300945.0
2017-08-07,52.39,52.53,51.37,52.3,295061.0
2017-08-08,52.24,52.73,51.82,51.99,265528.0
2017-08-09,51.99,52.85,51.81,52.82,289366.0
2017-08-10,52.72,53.64,51.67,51.82,481788.0
2017-08-11,51.94,52.28,51.3,52.05,272923.0
2017-08-14,52.02,52.38,50.55,50.62,302189.0
2017-08-15,50.61,50.98,49.98,50.83,216501.0
2017-08-16,50.79,51.22,49.99,50.22,208532.0
2017-08-17,50.22,50.84,49.81,50.6,236486.0
2017-08-18,50.61,52.64,50.54,52.55,194623.0
2017-08-21,52.63,52.67,50.96,51.32,185867.0
2017-08-22,51.37,51.93,51.08,51.37,231338.0
2017-08-23,51.4,52.29,51.22,52.18,247892.0
2017-08-24,52.21,52.39,51.26,51.74,267365.0
2017-08-25,51.91,52.27,51.52,51.91,252443.0
2017-08-28,52.0,52.44,51.07,51.61,216539.0
2017-08-29,51.54,51.79,50.98,51.6,312595.0
2017-08-30,51.65,51.69,50.52,50.67,464613.0
2017-08-31,50.53,52.9,50.49,52.77,487453.0
2017-09-01,52.84,52.95,52.24,52.69,280061.0
2017-09-04,52.85,52.85,51.99,52.2,140306.0
2017-09-05,52.3,53.66,52.09,53.19,325817.0
2017-09-06,53.16,54.31,53.09,54.17,348243.0
2017-09-07,54.13,54.67,53.89,54.5,333864.0
2017-09-08,54.54,54.87,53.57,53.75,337283.0
2017-09-11,53.82,54.14,53.04,53.93,308724.0
2017-09-12,53.77,54.44,53.42,54.28,311019.0
2017-09-13,53.99,54.92,53.82,54.75,305250.0
2017-09-14,54.81,55.66,54.63,55.05,352819.0
2017-09-15,55.11,55.57,54.61,55.33,286669.0
2017-09-18,55.41,55.74,54.63,55.19,296173.0
2017-09-19,55.2,55.63,54.67,55.15,259522.0
2017-09-20,55.09,56.11,55.02,55.82,328355.0
2017-09-21,55.93,56.18,55.46,56.1,334531.0
2017-09-22,56.16,56.47,55.89,56.42,305398.0
2017-09-25,56.46,58.66,56.23,58.52,389642.0
2017-09-26,58.55,58.88,57.22,58.03,465830.0
2017-09-27,58.11,58.34,57.25,57.32,418881.0
2017-09-28,57.39,58.28,56.56,57.27,467471.0
2017-09-29,57.29,57.43,56.44,56.53,368634.0
2017-10-09,55.5,55.98,55.06,55.77,332797.0
2017-10-10,55.78,56.91,55.73,56.55,318335.0
2017-10-11,56.56,57.09,56.14,56.67,337816.0
2017-10-12,56.74,56.83,55.88,56.4,372481.0
2017-10-13,56.44,57.57,56.34,57.2,350370.0
2017-10-16,57.28,58.47,57.12,57.92,367718.0
2017-10-17,57.78,58.35,57.18,58.11,427042.0
2017-10-18,58.16,58.54,57.74,58.2,347852.0
2017-10-19,58.24,58.3,57.02,57.33,457391.0
2017-10-20,57.07,57.73,56.37,57.73,246737.0
2017-10-23,57.78,57.86,57.18,57.23,308671.0
2017-10-24,57.3,58.36,56.94,58.36,328750.0
2017-10-25,58.24,58.5,57.68,58.24,269182.0
2017-10-26,58.22,59.29,57.84,59.22,248120.0
2017-10-27,59.14,60.35,58.58,60.21,345394.0
2017-10-30,60.23,60.7,59.91,60.53,356789.0
2017-10-31,60.55,61.19,60.25,61.18,333161.0
2017-11-01,61.07,61.7,60.0,60.44,337761.0
2017-11-02,60.5,60.86,60.02,60.7,289300.0
2017-11-03,60.88,62.23,60.6,62.09,272739.0
2017-11-06,62.27,64.44,62.08,64.11,356994.0
2017-11-07,64.12,64.65,63.5,63.54,389455.0
2017-11-08,63.69,64.64,62.95,63.49,418072.0
2017-11-09,63.52,64.25,63.26,63.81,319856.0
2017-11-10,63.8,64.27,63.35,63.6,307965.0
2017-11-13,63.68,63.77,62.61,63.13,335154.0
2017-11-14,63.06,63.17,61.21,61.52,418939.0
2017-11-15,61.55,62.13,61.3,61.84,279411.0
2017-11-16,61.78,62.01,61.19,61.29,214034.0
2017-11-17,61.35,62.73,61.0,62.45,239756.0
2017-11-20,62.46,62.54,61.31,61.94,173699.0
2017-11-21,61.97,62.65,61.92,62.5,260460.0
2017-11-22,62.57,63.09,62.32,62.92,247809.0
2017-11-23,62.92,63.27,62.57,63.12,87730.0
2017-11-24,63.13,63.57,62.91,63.34,150534.0
2017-11-27,63.58,63.58,62.7,63.31,265922.0
2017-11-28,63.33,63.44,62.71,63.03,300440.0
2017-11-29,63.02,63.59,61.93,62.62,441956.0
2017-11-30,62.52,63.41,62.15,62.66,416613.0
2017-12-01,62.74,64.32,62.59,63.7,308154.0
2017-12-04,63.5,63.68,62.31,62.47,250521.0
2017-12-05,62.45,63.15,62.12,62.68,219338.0
2017-12-06,62.64,62.93,61.13,61.2,314261.0
2017-12-07,61.3,62.26,61.15,62.1,238964.0
2017-12-08,62.08,63.64,62.01,63.39,362429.0
2017-12-11,63.29,64.93,62.99,64.75,488007.0
2017-12-12,64.66,65.83,63.07,63.86,508993.0
2017-12-13,63.8,64.32,62.36,62.78,354367.0
2017-12-14,62.07,62.86,61.47,62.76,194032.0
2017-12-15,62.68,63.05,62.5,62.69,151530.0
2017-12-18,62.78,63.31,62.53,62.9,192336.0
2017-12-19,62.9,63.28,62.79,63.1,73123.0
2017-12-20,63.43,64.15,63.3,64.05,204160.0
2017-12-21,64.02,64.46,63.78,64.15,165044.0
2017-12-22,64.19,64.76,63.92,64.53,130895.0
2017-12-25,,,,64.53,
2017-12-26,64.74,66.54,64.48,66.2,126506.0
2017-12-27,66.19,66.38,65.46,65.92,228212.0
2017-12-28,66.01,66.32,65.71,66.2,183704.0
2017-12-29,66.15,66.98,66.15,66.62,157948.0
2018-01-02,66.55,67.29,66.24,66.55,211739.0
2018-01-03,66.54,68.03,66.4,67.98,260862.0
2018-01-04,67.89,68.27,67.62,68.06,246148.0
2018-01-05,67.97,68.11,67.26,67.79,183452.0
2018-01-08,67.8,67.99,67.44,67.92,210348.0
2018-01-09,68.0,69.29,67.7,69.16,319922.0
2018-01-10,69.12,69.37,68.75,69.1,290542.0
2018-01-11,69.15,70.05,69.0,69.11,341936.0
2018-01-12,69.15,69.93,68.59,69.81,302098.0
2018-01-15,69.88,70.37,69.55,70.22,173464.0
2018-01-16,70.05,70.13,68.83,69.32,322952.0
2018-01-17,69.35,69.59,68.55,69.45,280419.0
2018-01-18,69.19,69.24,68.41,68.77,204245.0
2018-01-19,68.61,68.67,67.9,68.27,164215.0
2018-01-22,68.54,69.11,68.03,68.86,161595.0
2018-01-23,68.88,69.81,68.72,69.42,297329.0
2018-01-24,69.54,70.42,69.11,70.26,250177.0
2018-01-25,70.53,70.78,69.55,69.59,277003.0
2018-01-26,69.69,70.44,69.62,69.94,232715.0
2018-01-29,70.18,70.27,68.75,69.16,353738.0
2018-01-30,69.01,69.1,68.0,68.11,356664.0
2018-01-31,67.99,69.0,67.81,68.88,290975.0
2018-02-01,69.0,69.97,68.81,69.78,336923.0
2018-02-02,70.0,70.02,67.96,68.23,307134.0
2018-02-05,68.15,68.46,66.9,66.91,335637.0
2018-02-06,67.02,67.6,66.53,67.22,328847.0
2018-02-07,67.2,67.72,65.16,65.35,567758.0
2018-02-08,65.28,65.6,64.1,64.31,346318.0
2018-02-09,64.44,64.64,61.77,62.71,399495.0
2018-02-12,62.5,64.4,62.5,62.66,349667.0
2018-02-13,62.85,63.1,61.76,62.61,367263.0
2018-02-14,62.84,64.58,61.95,64.35,349099.0
2018-02-22,64.68,66.29,64.37,65.91,202288.0
2018-02-23,66.01,67.1,65.57,66.9,184365.0
2018-02-26,67.02,67.67,66.49,67.35,269161.0
2018-02-27,67.36,67.42,66.22,66.33,286282.0
2018-02-28,66.29,66.8,64.5,64.75,356644.0
2018-03-01,64.57,65.04,63.19,64.2,340966.0
2018-03-02,64.07,64.64,63.2,64.56,266382.0
2018-03-05,64.65,65.88,64.1,65.56,261060.0
2018-03-06,65.74,66.16,65.3,65.53,199793.0
2018-03-07,65.23,65.8,63.83,64.58,332906.0
2018-03-08,64.51,64.56,63.43,63.87,294786.0
2018-03-09,63.93,65.63,63.69,65.49,286492.0
2018-03-12,65.5,65.86,64.18,64.95,240034.0
2018-03-13,64.79,65.56,63.93,64.62,250348.0
2018-03-14,64.69,65.06,63.92,64.75,206818.0
2018-03-15,64.75,65.22,64.45,64.82,169144.0
2018-03-16,65.01,66.26,64.75,65.86,246997.0
2018-03-19,66.02,66.19,65.21,65.86,220342.0
2018-03-20,65.94,67.6,65.91,67.3,277840.0
2018-03-21,67.31,69.44,67.17,69.42,401317.0
2018-03-22,69.25,69.3,68.12,68.3,329960.0
2018-03-23,68.57,69.92,68.32,69.75,336585.0
2018-03-26,69.95,70.4,69.11,69.52,267754.0
2018-03-27,69.6,70.4,68.79,68.89,299889.0
2018-03-28,69.05,69.46,67.97,69.0,380310.0
2018-03-29,69.03,69.77,68.22,69.35,299617.0
2018-03-30,,,,69.35,
2018-04-02,69.32,70.04,67.49,67.57,190053.0
2018-04-03,67.63,68.46,67.62,68.18,232257.0
2018-04-04,68.15,68.28,66.69,68.28,361479.0
2018-04-09,67.1,68.8,67.0,68.6,257496.0
2018-04-10,68.46,71.34,68.46,71.04,452335.0
2018-04-11,71.03,73.09,70.57,71.95,495410.0
2018-04-12,72.09,72.49,71.1,72.2,330212.0
2018-04-13,71.94,72.88,71.56,72.62,328504.0
2018-04-16,72.7,72.85,71.11,71.57,297437.0
2018-04-17,71.65,71.89,70.83,71.7,315036.0
2018-04-18,71.05,73.26,71.04,73.2,207122.0
2018-04-19,73.11,74.06,72.78,72.93,268902.0
2018-04-20,73.18,73.49,72.2,73.02,278873.0
2018-04-23,73.1,74.41,72.47,74.32,241580.0
2018-04-24,74.38,74.65,72.88,73.07,295175.0
2018-04-25,73.26,73.38,72.39,73.28,271357.0
2018-04-26,73.38,74.16,73.32,73.9,296999.0
2018-04-27,73.85,74.14,73.45,73.7,308157.0
2018-05-02,73.28,73.63,72.38,73.07,347055.0
2018-05-03,73.07,74.09,72.47,73.68,382135.0
2018-05-04,73.74,75.08,73.24,75.0,289860.0
2018-05-07,75.0,76.34,74.83,75.56,230472.0
2018-05-08,75.6,76.18,73.1,75.95,519797.0
2018-05-09,76.19,77.43,76.08,77.38,364746.0
2018-05-10,77.44,78.0,76.51,77.53,314193.0
2018-05-11,77.55,77.6,76.95,77.18,261802.0
2018-05-14,77.05,78.53,76.55,78.52,290126.0
2018-05-15,78.42,79.47,77.9,78.13,390915.0
2018-05-16,77.98,79.27,77.55,79.27,283646.0
2018-05-17,79.15,80.42,79.06,79.49,227161.0
2018-05-18,79.49,79.8,78.34,78.72,229615.0
2018-05-21,78.61,79.64,78.13,79.41,199148.0
2018-05-22,79.52,80.5,79.23,79.44,266405.0
2018-05-23,79.52,79.88,78.31,79.71,232239.0
2018-05-24,79.8,79.82,78.64,78.88,220784.0
2018-05-25,78.85,78.94,76.05,76.45,284118.0
2018-05-28,76.15,76.18,74.53,75.34,100317.0
2018-05-29,75.82,76.23,74.66,75.54,295903.0
2018-05-30,75.5,77.96,74.91,77.86,435257.0
2018-05-31,77.65,79.18,76.96,77.61,466495.0
2018-06-01,77.71,77.95,76.35,76.71,296571.0
2018-06-04,76.66,76.95,75.2,75.37,324286.0
2018-06-05,75.4,75.74,73.81,74.96,400846.0
2018-06-06,75.19,76.25,74.46,75.86,365652.0
2018-06-07,75.88,77.45,75.44,77.44,327984.0
2018-06-08,77.39,77.61,76.12,76.34,251826.0
2018-06-11,76.3,76.84,75.52,76.36,231283.0
2018-06-12,76.5,77.07,75.43,75.43,260327.0
2018-06-13,75.4,76.87,75.26,76.56,292469.0
2018-06-14,76.32,76.6,75.43,75.63,184446.0
2018-06-15,75.59,75.72,72.67,72.67,185404.0
2018-06-19,74.84,75.05,74.0,74.67,215296.0
2018-06-20,74.65,75.35,73.73,73.91,268380.0
2018-06-21,74.06,74.31,72.7,73.16,342854.0
2018-06-22,73.0,75.6,72.98,75.33,355462.0
