,SN.LME_open,SN.LME_high,SN.LME_low,SN.LME_close,SN.LME_volume
2014-03-12,22650.0,23060.0,22450.0,22920.0,393.0
2014-03-13,22950.0,22969.0,22550.0,22910.0,188.0
2014-03-14,22900.0,23050.0,22850.0,22925.0,133.0
2014-03-17,22950.0,23000.0,22801.0,22951.0,147.0
2014-03-18,23000.0,23185.0,22908.0,23185.0,235.0
2014-03-19,23200.0,23275.0,22900.0,23150.0,240.0
2014-03-20,23100.0,23180.0,23000.0,23050.0,153.0
2014-03-21,23100.0,23101.0,22800.0,22800.0,175.0
2014-03-24,22810.0,22975.0,22810.0,22970.0,106.0
2014-03-25,22974.0,23300.0,22972.0,22972.0,333.0
2014-03-26,23195.0,23230.0,22810.0,22850.0,218.0
2014-03-27,22900.0,23045.0,22750.0,22804.0,239.0
2014-03-28,22700.0,23000.0,22700.0,22905.0,191.0
2014-03-31,22850.0,22975.0,22800.0,22864.0,162.0
2014-04-01,22874.0,22950.0,22725.0,22950.0,258.0
2014-04-02,23000.0,23100.0,22900.0,22925.0,252.0
2014-04-03,22950.0,23350.0,22950.0,23235.0,342.0
2014-04-04,23255.0,23290.0,23100.0,23148.0,207.0
2014-04-08,23195.0,23300.0,23136.0,23195.0,268.0
2014-04-09,23227.0,23310.0,23205.0,23300.0,261.0
2014-04-10,23302.0,23425.0,23250.0,23405.0,302.0
2014-04-11,23375.0,23595.0,23300.0,23325.0,631.0
2014-04-14,23400.0,23499.0,23345.0,23345.0,147.0
2014-04-15,23330.0,23431.0,23299.0,23300.0,244.0
2014-04-16,23326.0,23600.0,23305.0,23499.0,458.0
2014-04-17,23497.0,23500.0,23175.0,23350.0,378.0
2014-04-18,,,,23350.0,
2014-04-21,,,,23350.0,
2014-04-22,23400.0,23667.0,23251.0,23564.0,449.0
2014-04-23,23630.0,23750.0,23551.0,23725.0,345.0
2014-04-24,23750.0,23849.0,23680.0,23750.0,277.0
2014-04-25,23750.0,23760.0,23580.0,23700.0,199.0
2014-04-28,23725.0,23749.0,23500.0,23550.0,272.0
2014-04-29,23540.0,23600.0,23050.0,23155.0,536.0
2014-04-30,23284.0,23287.0,22850.0,23050.0,559.0
2014-05-05,,,,23100.0,
2014-05-06,23060.0,23180.0,22921.0,23140.0,266.0
2014-05-07,23130.0,23204.0,23050.0,23105.0,232.0
2014-05-08,23150.0,23249.0,23071.0,23223.0,219.0
2014-05-09,23225.0,23235.0,23030.0,23175.0,227.0
2014-05-12,23190.0,23190.0,22926.0,23044.0,248.0
2014-05-13,22975.0,23400.0,22955.0,23370.0,343.0
2014-05-14,23370.0,23478.0,23101.0,23350.0,455.0
2014-05-15,23325.0,23440.0,23250.0,23347.0,180.0
2014-05-16,23399.0,23399.0,23199.0,23225.0,172.0
2014-05-19,23200.0,23550.0,23200.0,23355.0,294.0
2014-05-20,23350.0,23480.0,23000.0,23070.0,254.0
2014-05-21,23149.0,23150.0,22827.0,23000.0,401.0
2014-05-22,23050.0,23300.0,23000.0,23133.0,300.0
2014-05-23,23300.0,23315.0,23191.0,23251.0,170.0
2014-05-26,,,,23251.0,
2014-05-27,23300.0,23446.0,23275.0,23350.0,173.0
2014-05-28,23317.0,23450.0,23317.0,23325.0,221.0
2014-05-29,23325.0,23475.0,23201.0,23464.0,211.0
2014-05-30,23401.0,23500.0,23055.0,23240.0,324.0
2014-06-03,23310.0,23400.0,23240.0,23400.0,107.0
2014-06-04,23275.0,23335.0,23105.0,23150.0,294.0
2014-06-05,23200.0,23270.0,23118.0,23150.0,293.0
2014-06-06,23152.0,23200.0,22910.0,23150.0,282.0
2014-06-09,23090.0,23280.0,23052.0,23170.0,148.0
2014-06-10,23200.0,23200.0,22865.0,23000.0,366.0
2014-06-11,22875.0,22935.0,22618.0,22755.0,524.0
2014-06-12,22660.0,22823.0,22475.0,22475.0,579.0
2014-06-13,22585.0,22679.0,22461.0,22580.0,333.0
2014-06-16,22580.0,22650.0,22460.0,22519.0,183.0
2014-06-17,22500.0,22600.0,22453.0,22525.0,186.0
2014-06-18,22500.0,22625.0,22400.0,22500.0,238.0
2014-06-19,22500.0,22600.0,22414.0,22550.0,305.0
2014-06-20,22552.0,22850.0,22550.0,22550.0,187.0
2014-06-23,22624.0,22700.0,22450.0,22450.0,204.0
2014-06-24,22450.0,22588.0,22425.0,22552.0,231.0
2014-06-25,22537.0,22590.0,22445.0,22445.0,249.0
2014-06-26,22401.0,22539.0,22311.0,22425.0,286.0
2014-06-27,22455.0,22455.0,22232.0,22250.0,336.0
2014-06-30,22285.0,22700.0,21850.0,22684.0,769.0
2014-07-01,22600.0,22800.0,22364.0,22700.0,543.0
2014-07-02,22630.0,23070.0,22630.0,22950.0,553.0
2014-07-03,22900.0,23000.0,22790.0,22900.0,190.0
2014-07-04,22950.0,22950.0,22730.0,22750.0,93.0
2014-07-07,22725.0,22770.0,22641.0,22675.0,95.0
2014-07-08,22645.0,22743.0,22480.0,22500.0,274.0
2014-07-09,22550.0,22550.0,22135.0,22250.0,490.0
2014-07-10,22203.0,22270.0,22001.0,22050.0,401.0
2014-07-11,22116.0,22344.0,21865.0,22147.0,487.0
2014-07-14,22246.0,22250.0,22101.0,22200.0,284.0
2014-07-15,22195.0,22228.0,22060.0,22075.0,258.0
2014-07-16,22139.0,22175.0,22075.0,22075.0,180.0
2014-07-17,22135.0,22174.0,22021.0,22126.0,286.0
2014-07-18,22172.0,22173.0,22050.0,22118.0,187.0
2014-07-21,22167.0,22359.0,22050.0,22217.0,194.0
2014-07-22,22219.0,22250.0,22080.0,22080.0,226.0
2014-07-23,22100.0,22300.0,22080.0,22288.0,161.0
2014-07-24,22290.0,22424.0,22250.0,22424.0,322.0
2014-07-25,22257.0,22469.0,22245.0,22406.0,186.0
2014-07-28,22475.0,22700.0,22460.0,22650.0,386.0
2014-07-29,22616.0,22890.0,22616.0,22800.0,451.0
2014-07-30,22850.0,22890.0,22550.0,22775.0,397.0
2014-07-31,22800.0,22900.0,22605.0,22794.0,493.0
2014-08-01,22750.0,22780.0,22300.0,22450.0,599.0
2014-08-04,22450.0,22500.0,22300.0,22500.0,196.0
2014-08-05,22400.0,22518.0,22370.0,22405.0,143.0
2014-08-06,22500.0,22500.0,22260.0,22260.0,163.0
2014-08-07,22350.0,22424.0,22308.0,22400.0,139.0
2014-08-08,22424.0,22445.0,22267.0,22375.0,97.0
2014-08-11,22375.0,22420.0,22230.0,22400.0,181.0
2014-08-12,22400.0,22508.0,22300.0,22475.0,274.0
2014-08-13,22500.0,22500.0,22350.0,22410.0,190.0
2014-08-14,22408.0,22450.0,22300.0,22403.0,189.0
2014-08-15,22425.0,22468.0,22375.0,22450.0,124.0
2014-08-18,22450.0,22450.0,22369.0,22376.0,133.0
2014-08-19,22400.0,22450.0,22375.0,22400.0,109.0
2014-08-20,22420.0,22463.0,22360.0,22405.0,178.0
2014-08-21,22380.0,22405.0,22000.0,22200.0,378.0
2014-08-22,22168.0,22400.0,22100.0,22100.0,389.0
2014-08-25,,,,22100.0,
2014-08-26,22156.0,22180.0,22000.0,22050.0,383.0
2014-08-27,22069.0,22069.0,21650.0,21900.0,728.0
2014-08-28,21890.0,21890.0,21561.0,21858.0,451.0
2014-08-29,21872.0,21948.0,21750.0,21760.0,322.0
2014-09-01,21845.0,21890.0,21600.0,21650.0,235.0
2014-09-02,21650.0,21735.0,21419.0,21500.0,396.0
2014-09-03,21490.0,21510.0,21340.0,21425.0,328.0
2014-09-04,21525.0,21545.0,21401.0,21455.0,275.0
2014-09-05,21450.0,21539.0,21355.0,21405.0,279.0
2014-09-09,21300.0,21344.0,20930.0,20987.0,666.0
2014-09-10,20988.0,21089.0,20875.0,20980.0,355.0
2014-09-11,21100.0,21182.0,20960.0,21100.0,242.0
2014-09-12,21150.0,21295.0,21125.0,21270.0,217.0
2014-09-15,21190.0,21225.0,21011.0,21088.0,215.0
2014-09-16,21165.0,21458.0,20930.0,21375.0,335.0
2014-09-17,21326.0,21468.0,20960.0,21250.0,243.0
2014-09-18,21148.0,21220.0,21012.0,21175.0,100.0
2014-09-19,21200.0,21395.0,21116.0,21395.0,249.0
2014-09-22,21260.0,21260.0,21075.0,21110.0,136.0
2014-09-23,21150.0,21275.0,21066.0,21140.0,161.0
2014-09-24,21175.0,21325.0,21150.0,21225.0,313.0
2014-09-25,21293.0,21293.0,20500.0,20500.0,667.0
2014-09-26,20696.0,20825.0,20415.0,20550.0,472.0
2014-09-29,20838.0,20838.0,20240.0,20430.0,511.0
2014-09-30,20185.0,20416.0,20160.0,20200.0,314.0
2014-10-08,20325.0,20325.0,20135.0,20160.0,240.0
2014-10-09,20201.0,20349.0,20160.0,20185.0,214.0
2014-10-10,20182.0,20243.0,19961.0,20200.0,224.0
2014-10-13,20150.0,20320.0,20056.0,20151.0,157.0
2014-10-14,20250.0,20300.0,19650.0,19650.0,605.0
2014-10-15,19829.0,19866.0,19500.0,19500.0,536.0
2014-10-16,19645.0,19700.0,19000.0,19300.0,484.0
2014-10-17,19424.0,19525.0,19200.0,19350.0,267.0
2014-10-20,19350.0,19494.0,19250.0,19450.0,198.0
2014-10-21,19419.0,19497.0,19355.0,19495.0,142.0
2014-10-22,19450.0,19575.0,19450.0,19500.0,137.0
2014-10-23,19579.0,19600.0,19375.0,19459.0,108.0
2014-10-24,19499.0,19500.0,19351.0,19473.0,119.0
2014-10-27,19476.0,19595.0,19475.0,19585.0,163.0
2014-10-28,19599.0,19900.0,19500.0,19840.0,388.0
2014-10-29,19849.0,20206.0,19849.0,20050.0,624.0
2014-10-30,19951.0,20200.0,19925.0,20119.0,273.0
2014-10-31,20060.0,20245.0,19651.0,19651.0,555.0
2014-11-03,19750.0,19879.0,19700.0,19760.0,176.0
2014-11-04,19800.0,19900.0,19495.0,19600.0,192.0
2014-11-05,19600.0,19625.0,19350.0,19625.0,335.0
2014-11-06,19700.0,19958.0,19681.0,19925.0,289.0
2014-11-07,19925.0,20225.0,19901.0,20150.0,298.0
2014-11-10,20166.0,20166.0,20011.0,20120.0,121.0
2014-11-11,20080.0,20200.0,19890.0,20175.0,154.0
2014-11-12,20125.0,20159.0,20025.0,20159.0,162.0
2014-11-13,20149.0,20149.0,19880.0,19924.0,152.0
2014-11-14,19890.0,19975.0,19780.0,19840.0,128.0
2014-11-17,19801.0,19855.0,19595.0,19775.0,187.0
2014-11-18,19722.0,19793.0,19570.0,19575.0,199.0
2014-11-19,19649.0,19754.0,19506.0,19675.0,110.0
2014-11-20,19680.0,20240.0,19630.0,20135.0,407.0
2014-11-21,20035.0,20520.0,19905.0,20365.0,589.0
2014-11-24,20357.0,20600.0,20297.0,20360.0,329.0
2014-11-25,20370.0,20420.0,20182.0,20182.0,162.0
2014-11-26,20190.0,20379.0,20000.0,20270.0,175.0
2014-11-27,20329.0,20350.0,20230.0,20230.0,89.0
2014-11-28,20345.0,20345.0,20025.0,20300.0,252.0
2014-12-01,20135.0,20300.0,20008.0,20300.0,227.0
2014-12-02,20251.0,20460.0,20200.0,20425.0,120.0
2014-12-03,20350.0,20481.0,20310.0,20415.0,199.0
2014-12-04,20425.0,20500.0,20302.0,20445.0,358.0
2014-12-05,20455.0,20455.0,20200.0,20210.0,188.0
2014-12-08,20207.0,20475.0,20185.0,20386.0,163.0
2014-12-09,20361.0,20500.0,20350.0,20450.0,227.0
2014-12-10,20430.0,20550.0,20250.0,20322.0,245.0
2014-12-11,20349.0,20600.0,20272.0,20450.0,140.0
2014-12-12,20460.0,20500.0,20310.0,20375.0,251.0
2014-12-15,20400.0,20550.0,20365.0,20475.0,210.0
2014-12-16,20350.0,20449.0,19950.0,20040.0,333.0
2014-12-17,20040.0,20145.0,19399.0,19540.0,478.0
2014-12-18,19450.0,19550.0,19025.0,19105.0,533.0
2014-12-19,19125.0,19450.0,19050.0,19189.0,294.0
2014-12-22,19272.0,19300.0,18886.0,19090.0,336.0
2014-12-23,18935.0,19124.0,18381.0,18400.0,523.0
2014-12-24,18462.0,19149.0,18345.0,18670.0,249.0
2014-12-25,,,,18670.0,
2014-12-26,,,,18670.0,
2014-12-29,18795.0,19225.0,18695.0,19150.0,589.0
2014-12-30,19140.0,19140.0,19140.0,19140.0,4.0
2014-12-31,19326.0,19401.0,18910.0,18910.0,357.0
2015-01-05,19801.0,20100.0,19400.0,19525.0,411.0
2015-01-06,19500.0,19889.0,19500.0,19601.0,227.0
2015-01-07,19699.0,19867.0,19536.0,19750.0,223.0
2015-01-08,19700.0,19799.0,19600.0,19750.0,155.0
2015-01-09,19700.0,19721.0,19350.0,19616.0,172.0
2015-01-12,19501.0,20000.0,19300.0,19902.0,411.0
2015-01-13,19900.0,19909.0,19375.0,19451.0,301.0
2015-01-14,19450.0,19575.0,19050.0,19439.0,326.0
2015-01-15,19500.0,19700.0,19356.0,19356.0,204.0
