,AL.SHF_open,AL.SHF_high,AL.SHF_low,AL.SHF_close,AL.SHF_volume
2012-12-05,15305.0,15315.0,15255.0,15300.0,7472.0
2012-12-06,15295.0,15295.0,15205.0,15205.0,6034.0
2012-12-07,15210.0,15230.0,15200.0,15230.0,6582.0
2012-12-10,15240.0,15260.0,15215.0,15240.0,5192.0
2012-12-11,15450.0,15480.0,15370.0,15370.0,8820.0
2012-12-12,15355.0,15390.0,15340.0,15380.0,9392.0
2012-12-13,15405.0,15420.0,15350.0,15415.0,10642.0
2012-12-14,15395.0,15430.0,15390.0,15425.0,13446.0
2012-12-17,15440.0,15440.0,15395.0,15405.0,10844.0
2012-12-18,15405.0,15410.0,15300.0,15300.0,18044.0
2012-12-19,15285.0,15320.0,15265.0,15290.0,10628.0
2012-12-20,15250.0,15265.0,15210.0,15250.0,12832.0
2012-12-21,15180.0,15260.0,15175.0,15260.0,7742.0
2012-12-24,15260.0,15330.0,15255.0,15280.0,7760.0
2012-12-25,15280.0,15320.0,15260.0,15315.0,5746.0
2012-12-26,15315.0,15325.0,15295.0,15300.0,6560.0
2012-12-27,15305.0,15365.0,15300.0,15350.0,11898.0
2012-12-28,15350.0,15360.0,15310.0,15345.0,6520.0
2012-12-31,15305.0,15365.0,15300.0,15365.0,5140.0
2013-01-04,15395.0,15420.0,15270.0,15315.0,6806.0
2013-01-07,15310.0,15320.0,15265.0,15265.0,5556.0
2013-01-08,15290.0,15295.0,15240.0,15240.0,5922.0
2013-01-09,15255.0,15265.0,15240.0,15245.0,3710.0
2013-01-10,15255.0,15275.0,15245.0,15270.0,6538.0
2013-01-11,15295.0,15305.0,15250.0,15250.0,8978.0
2013-01-14,15270.0,15270.0,15230.0,15235.0,7604.0
2013-01-15,15190.0,15235.0,15130.0,15130.0,20090.0
2013-01-16,15150.0,15205.0,15130.0,15155.0,9182.0
2013-01-17,15140.0,15155.0,15120.0,15155.0,8508.0
2013-01-18,15190.0,15195.0,15155.0,15190.0,5478.0
2013-01-21,15245.0,15245.0,15150.0,15160.0,4678.0
2013-01-22,15170.0,15185.0,15150.0,15175.0,5398.0
2013-01-23,15180.0,15190.0,15150.0,15155.0,3120.0
2013-01-24,15150.0,15150.0,15115.0,15125.0,5042.0
2013-01-25,15130.0,15140.0,15120.0,15125.0,4342.0
2013-01-28,15115.0,15115.0,15060.0,15075.0,3046.0
2013-01-29,15055.0,15080.0,15050.0,15080.0,3980.0
2013-01-30,15180.0,15240.0,15170.0,15215.0,8414.0
2013-01-31,15260.0,15265.0,15225.0,15250.0,7550.0
2013-02-01,15235.0,15240.0,15175.0,15205.0,4180.0
2013-02-04,15210.0,15260.0,15210.0,15220.0,7792.0
2013-02-05,15300.0,15320.0,15190.0,15275.0,14788.0
2013-02-06,15285.0,15285.0,15220.0,15230.0,10622.0
2013-02-07,15210.0,15245.0,15175.0,15205.0,11790.0
2013-02-08,15210.0,15240.0,15180.0,15240.0,7838.0
2013-02-18,15260.0,15290.0,15125.0,15140.0,18316.0
2013-02-19,15120.0,15155.0,15075.0,15090.0,21604.0
2013-02-20,15130.0,15150.0,15060.0,15080.0,16908.0
2013-02-21,15010.0,15040.0,14890.0,14965.0,27944.0
2013-02-22,14920.0,14975.0,14920.0,14960.0,16858.0
2013-02-25,14910.0,14910.0,14825.0,14840.0,17806.0
2013-02-26,14760.0,14855.0,14760.0,14810.0,10784.0
2013-02-27,14850.0,14880.0,14830.0,14855.0,7894.0
2013-02-28,14850.0,14860.0,14780.0,14795.0,10858.0
2013-03-01,14775.0,14775.0,14625.0,14675.0,13826.0
2013-03-04,14615.0,14665.0,14520.0,14575.0,10154.0
2013-03-05,14630.0,14665.0,14600.0,14665.0,10666.0
2013-03-06,14680.0,14775.0,14680.0,14770.0,17936.0
2013-03-07,14840.0,15000.0,14810.0,14985.0,60090.0
2013-03-08,15030.0,15030.0,14905.0,14990.0,27426.0
2013-03-11,14960.0,14980.0,14885.0,14895.0,20080.0
2013-03-12,14920.0,14920.0,14815.0,14815.0,24202.0
2013-03-13,14865.0,14945.0,14845.0,14925.0,28278.0
2013-03-14,14895.0,14920.0,14800.0,14885.0,21574.0
2013-03-15,14900.0,14900.0,14800.0,14840.0,18360.0
2013-03-18,14780.0,14780.0,14595.0,14685.0,27096.0
2013-03-19,14695.0,14710.0,14640.0,14655.0,17002.0
2013-03-20,14650.0,14720.0,14635.0,14720.0,10494.0
2013-03-21,14690.0,14775.0,14690.0,14730.0,12954.0
2013-03-22,14705.0,14725.0,14665.0,14700.0,8198.0
2013-03-25,14750.0,14755.0,14720.0,14725.0,6098.0
2013-03-26,14690.0,14740.0,14680.0,14705.0,6638.0
2013-03-27,14665.0,14700.0,14645.0,14655.0,6338.0
2013-03-28,14655.0,14725.0,14615.0,14620.0,6836.0
2013-03-29,14600.0,14630.0,14550.0,14610.0,6812.0
2013-04-01,14590.0,14590.0,14535.0,14545.0,6642.0
2013-04-02,14555.0,14615.0,14545.0,14605.0,4844.0
2013-04-03,14590.0,14600.0,14535.0,14565.0,4170.0
2013-04-08,14570.0,14650.0,14555.0,14650.0,4514.0
2013-04-09,14670.0,14670.0,14640.0,14655.0,5014.0
2013-04-10,14665.0,14700.0,14645.0,14670.0,3936.0
2013-04-11,14655.0,14790.0,14655.0,14740.0,10330.0
2013-04-12,14750.0,14750.0,14700.0,14715.0,5268.0
2013-04-15,14620.0,14620.0,14490.0,14505.0,10526.0
2013-04-16,14550.0,14565.0,14460.0,14560.0,7524.0
2013-04-17,14610.0,14610.0,14545.0,14550.0,8034.0
2013-04-18,14500.0,14575.0,14220.0,14525.0,10666.0
2013-04-19,14575.0,14610.0,14515.0,14595.0,6548.0
2013-04-22,14575.0,14575.0,14510.0,14515.0,4288.0
2013-04-23,14525.0,14555.0,14510.0,14540.0,6818.0
2013-04-24,14575.0,14590.0,14540.0,14590.0,7362.0
2013-04-25,14605.0,14630.0,14585.0,14605.0,8386.0
2013-04-26,14665.0,14715.0,14640.0,14670.0,14274.0
2013-05-02,14400.0,14505.0,14310.0,14470.0,12152.0
2013-05-03,14480.0,14560.0,14460.0,14550.0,12930.0
2013-05-06,14655.0,14700.0,14610.0,14630.0,14462.0
2013-05-07,14590.0,14655.0,14580.0,14585.0,8526.0
2013-05-08,14600.0,14670.0,14595.0,14665.0,10134.0
2013-05-09,14690.0,14690.0,14635.0,14660.0,6596.0
2013-05-10,14640.0,14700.0,14625.0,14670.0,7254.0
2013-05-13,14635.0,14660.0,14610.0,14610.0,7468.0
2013-05-14,14635.0,14655.0,14580.0,14590.0,5930.0
2013-05-15,14575.0,14600.0,14545.0,14545.0,6542.0
2013-05-16,14570.0,14570.0,14500.0,14525.0,6680.0
2013-05-17,14485.0,14580.0,14485.0,14560.0,6048.0
2013-05-20,14550.0,14560.0,14520.0,14550.0,4296.0
2013-05-21,14580.0,14610.0,14570.0,14600.0,4080.0
2013-05-22,14600.0,14665.0,14580.0,14660.0,8844.0
2013-05-23,14675.0,14675.0,14610.0,14610.0,5864.0
2013-05-24,14630.0,14655.0,14610.0,14650.0,2788.0
2013-05-27,14625.0,14650.0,14600.0,14615.0,3288.0
2013-05-28,14615.0,14630.0,14585.0,14620.0,3374.0
2013-05-29,14600.0,14650.0,14600.0,14640.0,5154.0
2013-05-30,14660.0,14690.0,14650.0,14690.0,6244.0
2013-05-31,14750.0,14830.0,14740.0,14830.0,11372.0
2013-06-03,14840.0,14905.0,14815.0,14905.0,8056.0
2013-06-04,14900.0,14905.0,14750.0,14860.0,12638.0
2013-06-05,14895.0,14975.0,14870.0,14970.0,13800.0
2013-06-06,14925.0,14975.0,14840.0,14910.0,19252.0
2013-06-07,14945.0,14980.0,14900.0,14945.0,12170.0
2013-06-13,14680.0,14800.0,14680.0,14705.0,21956.0
2013-06-14,14700.0,14725.0,14660.0,14670.0,9384.0
2013-06-17,14690.0,14715.0,14660.0,14660.0,5454.0
2013-06-18,14665.0,14675.0,14500.0,14500.0,10314.0
2013-06-19,14550.0,14550.0,14505.0,14525.0,14362.0
2013-06-20,14460.0,14465.0,14350.0,14360.0,16400.0
2013-06-21,14280.0,14400.0,14220.0,14365.0,14396.0
2013-06-24,14325.0,14345.0,14235.0,14255.0,10426.0
2013-06-25,14300.0,14335.0,14180.0,14305.0,12164.0
2013-06-26,14330.0,14330.0,14230.0,14240.0,8442.0
2013-06-27,14245.0,14320.0,14240.0,14290.0,6712.0
2013-06-28,14240.0,14260.0,14160.0,14215.0,4964.0
2013-07-01,14230.0,14320.0,14210.0,14315.0,6548.0
2013-07-02,14365.0,14395.0,14260.0,14360.0,13740.0
2013-07-03,14345.0,14390.0,14345.0,14390.0,6442.0
2013-07-04,14325.0,14350.0,14310.0,14330.0,4190.0
2013-07-05,14335.0,14340.0,14280.0,14300.0,4532.0
2013-07-08,14200.0,14250.0,14200.0,14200.0,7356.0
2013-07-09,14260.0,14300.0,14225.0,14225.0,6672.0
2013-07-10,14230.0,14270.0,14200.0,14260.0,6192.0
2013-07-11,14390.0,14445.0,14350.0,14400.0,18096.0
2013-07-12,14390.0,14390.0,14320.0,14330.0,5490.0
2013-07-15,14350.0,14370.0,14305.0,14345.0,6060.0
2013-07-16,14315.0,14355.0,14270.0,14340.0,6650.0
2013-07-17,14325.0,14375.0,14295.0,14310.0,3788.0
2013-07-18,14305.0,14350.0,14285.0,14295.0,4118.0
2013-07-19,14315.0,14350.0,14310.0,14345.0,2990.0
2013-07-22,14370.0,14385.0,14360.0,14375.0,3746.0
2013-07-23,14420.0,14445.0,14390.0,14415.0,5896.0
2013-07-24,14415.0,14415.0,14360.0,14380.0,2570.0
2013-07-25,14375.0,14415.0,14375.0,14400.0,4804.0
2013-07-26,14400.0,14400.0,14345.0,14360.0,2584.0
2013-07-29,14275.0,14320.0,14250.0,14260.0,5292.0
2013-07-30,14280.0,14280.0,14250.0,14255.0,5398.0
2013-07-31,14210.0,14230.0,14140.0,14170.0,5950.0
2013-08-01,14200.0,14270.0,14200.0,14270.0,5846.0
2013-08-02,14290.0,14290.0,14230.0,14240.0,2720.0
2013-08-05,14260.0,14270.0,14240.0,14240.0,3444.0
2013-08-06,14245.0,14250.0,14210.0,14235.0,2410.0
2013-08-07,14210.0,14220.0,14195.0,14200.0,2902.0
2013-08-08,14200.0,14285.0,14200.0,14250.0,5050.0
2013-08-09,14300.0,14340.0,14300.0,14335.0,8458.0
2013-08-12,14410.0,14430.0,14385.0,14420.0,10560.0
2013-08-13,14450.0,14460.0,14410.0,14425.0,10488.0
2013-08-14,14435.0,14435.0,14345.0,14370.0,7186.0
2013-08-15,14400.0,14440.0,14400.0,14435.0,5668.0
2013-08-16,14455.0,14490.0,14450.0,14475.0,7204.0
2013-08-19,14550.0,14550.0,14505.0,14510.0,20840.0
2013-08-20,14465.0,14480.0,14400.0,14415.0,6582.0
2013-08-21,14450.0,14450.0,14415.0,14435.0,3536.0
2013-08-22,14380.0,14445.0,14380.0,14440.0,6324.0
2013-08-23,14420.0,14450.0,14410.0,14450.0,5322.0
2013-08-26,14480.0,14500.0,14465.0,14485.0,9456.0
2013-08-27,14475.0,14475.0,14440.0,14460.0,5636.0
2013-08-28,14430.0,14470.0,14410.0,14430.0,5956.0
2013-08-29,14415.0,14415.0,14350.0,14350.0,8180.0
2013-08-30,14305.0,14340.0,14250.0,14255.0,19600.0
2013-09-02,14250.0,14320.0,14240.0,14295.0,17300.0
2013-09-03,14300.0,14305.0,14255.0,14275.0,8900.0
2013-09-04,14260.0,14285.0,14240.0,14245.0,7218.0
2013-09-05,14200.0,14220.0,14160.0,14170.0,16460.0
2013-09-06,14175.0,14215.0,14145.0,14210.0,6904.0
2013-09-09,14240.0,14250.0,14215.0,14230.0,8912.0
2013-09-10,14205.0,14210.0,14180.0,14180.0,10188.0
2013-09-11,14190.0,14210.0,14185.0,14190.0,4790.0
2013-09-12,14190.0,14200.0,14175.0,14180.0,3664.0
2013-09-13,14200.0,14260.0,14175.0,14260.0,10292.0
2013-09-16,14250.0,14250.0,14190.0,14195.0,6808.0
2013-09-17,14175.0,14175.0,14005.0,14130.0,14496.0
2013-09-18,14100.0,14160.0,14095.0,14150.0,6016.0
2013-09-23,14160.0,14170.0,14125.0,14170.0,4328.0
2013-09-24,14200.0,14215.0,14180.0,14210.0,6700.0
2013-09-25,14170.0,14215.0,14170.0,14205.0,4948.0
2013-09-26,14200.0,14250.0,14175.0,14240.0,6256.0
2013-09-27,14265.0,14275.0,14230.0,14260.0,6960.0
2013-09-30,14290.0,14320.0,14270.0,14315.0,7200.0
2013-10-08,14370.0,14370.0,14325.0,14355.0,7534.0
2013-10-09,14370.0,14400.0,14340.0,14345.0,7304.0
2013-10-10,14360.0,14395.0,14335.0,14360.0,5698.0
2013-10-11,14370.0,14480.0,14370.0,14465.0,9412.0
2013-10-14,14465.0,14465.0,14420.0,14440.0,5604.0
2013-10-15,14445.0,14445.0,14330.0,14350.0,5688.0
2013-10-16,14350.0,14350.0,14295.0,14315.0,4166.0
2013-10-17,14345.0,14365.0,14330.0,14360.0,4386.0
2013-10-18,14410.0,14410.0,14350.0,14375.0,2372.0
2013-10-21,14340.0,14395.0,14340.0,14385.0,2684.0
2013-10-22,14380.0,14415.0,14375.0,14405.0,2218.0
2013-10-23,14450.0,14455.0,14420.0,14425.0,6232.0
2013-10-24,14355.0,14395.0,14340.0,14390.0,4164.0
2013-10-25,14400.0,14400.0,14340.0,14360.0,7328.0
2013-10-28,14400.0,14430.0,14355.0,14430.0,7968.0
2013-10-29,14440.0,14470.0,14440.0,14460.0,11888.0
2013-10-30,14445.0,14490.0,14390.0,14460.0,7094.0
2013-10-31,14445.0,14460.0,14390.0,14400.0,7740.0
2013-11-01,14385.0,14440.0,14375.0,14440.0,4760.0
2013-11-04,14395.0,14400.0,14365.0,14380.0,6718.0
2013-11-05,14350.0,14375.0,14325.0,14335.0,9370.0
2013-11-06,14315.0,14320.0,14285.0,14300.0,6966.0
2013-11-07,14310.0,14320.0,14280.0,14300.0,3990.0
2013-11-08,14290.0,14320.0,14290.0,14305.0,2386.0
2013-11-11,14325.0,14325.0,14290.0,14305.0,3424.0
2013-11-12,14285.0,14290.0,14240.0,14255.0,5558.0
2013-11-13,14250.0,14250.0,14205.0,14225.0,8496.0
2013-11-14,14210.0,14240.0,14165.0,14220.0,9146.0
2013-11-15,14195.0,14225.0,14180.0,14195.0,9886.0
2013-11-18,14195.0,14230.0,14195.0,14215.0,5478.0
2013-11-19,14260.0,14260.0,14180.0,14185.0,4904.0
2013-11-20,14205.0,14285.0,14205.0,14285.0,6548.0
2013-11-21,14260.0,14260.0,14180.0,14200.0,4256.0
2013-11-22,14170.0,14175.0,14125.0,14135.0,5198.0
2013-11-25,14165.0,14170.0,14075.0,14085.0,4368.0
2013-11-26,14080.0,14110.0,14070.0,14095.0,4900.0
2013-11-27,14070.0,14110.0,14070.0,14080.0,4290.0
2013-11-28,14030.0,14050.0,13975.0,13985.0,13650.0
2013-11-29,13985.0,14025.0,13980.0,14005.0,7632.0
2013-12-02,13955.0,13995.0,13955.0,13985.0,6086.0
2013-12-03,13930.0,13995.0,13930.0,13970.0,8430.0
2013-12-04,13945.0,14010.0,13945.0,13990.0,7100.0
2013-12-05,14080.0,14080.0,14040.0,14050.0,6440.0
2013-12-06,14030.0,14050.0,14020.0,14040.0,3562.0
2013-12-09,14090.0,14115.0,14065.0,14095.0,5386.0
2013-12-10,14180.0,14180.0,14135.0,14165.0,8250.0
2013-12-11,14180.0,14185.0,14140.0,14155.0,7160.0
2013-12-12,14215.0,14215.0,14140.0,14155.0,8990.0
2013-12-13,14020.0,14070.0,14015.0,14030.0,3308.0
2013-12-16,14050.0,14055.0,14030.0,14035.0,2358.0
2013-12-17,14045.0,14045.0,13990.0,14000.0,2050.0
2013-12-18,13990.0,14020.0,13990.0,14015.0,3104.0
2013-12-19,14050.0,14050.0,13985.0,14025.0,4818.0
2013-12-20,13970.0,14025.0,13965.0,14020.0,4862.0
2013-12-23,14050.0,14060.0,13965.0,13965.0,6332.0
2013-12-24,13950.0,13960.0,13905.0,13930.0,11684.0
2013-12-25,13905.0,13975.0,13875.0,13975.0,11192.0
2013-12-26,13980.0,14000.0,13910.0,13935.0,6608.0
2013-12-27,13925.0,14025.0,13910.0,13995.0,11604.0
2013-12-30,14085.0,14125.0,14050.0,14060.0,19334.0
2013-12-31,14070.0,14070.0,14000.0,14035.0,13506.0
2014-01-02,13965.0,14045.0,13950.0,14040.0,4306.0
2014-01-03,14000.0,14000.0,13960.0,13995.0,5210.0
2014-01-06,13975.0,14010.0,13900.0,13905.0,9372.0
2014-01-07,13890.0,13930.0,13890.0,13910.0,6964.0
2014-01-08,13910.0,13930.0,13835.0,13850.0,6714.0
2014-01-09,13820.0,13895.0,13800.0,13805.0,9890.0
2014-01-10,13800.0,13815.0,13760.0,13795.0,10254.0
2014-01-13,13800.0,13840.0,13740.0,13750.0,9100.0
2014-01-14,13750.0,13770.0,13700.0,13760.0,12248.0
2014-01-15,13750.0,13760.0,13660.0,13700.0,13568.0
2014-01-16,13705.0,13790.0,13695.0,13745.0,13172.0
2014-01-17,13770.0,13795.0,13735.0,13760.0,7894.0
2014-01-20,13775.0,13850.0,13775.0,13825.0,12414.0
2014-01-21,13810.0,13860.0,13770.0,13795.0,11136.0
2014-01-22,13770.0,13800.0,13730.0,13770.0,8070.0
2014-01-23,13750.0,13780.0,13700.0,13710.0,7566.0
2014-01-24,13725.0,13735.0,13640.0,13650.0,10218.0
2014-01-27,13660.0,13680.0,13530.0,13560.0,15668.0
2014-01-28,13575.0,13600.0,13500.0,13595.0,9546.0
2014-01-29,13585.0,13600.0,13555.0,13560.0,7890.0
2014-01-30,13545.0,13590.0,13495.0,13580.0,10202.0
2014-02-07,13530.0,13550.0,13350.0,13350.0,13198.0
2014-02-10,13385.0,13430.0,13365.0,13385.0,13898.0
2014-02-11,13380.0,13410.0,13235.0,13265.0,21178.0
2014-02-12,13380.0,13380.0,13270.0,13340.0,19338.0
2014-02-13,13365.0,13375.0,13320.0,13375.0,15632.0
2014-02-14,13360.0,13460.0,13305.0,13450.0,17520.0
2014-02-17,13460.0,13575.0,13460.0,13515.0,22270.0
2014-02-18,13500.0,13515.0,13385.0,13400.0,13110.0
2014-02-19,13420.0,13495.0,13415.0,13445.0,12126.0
2014-02-20,13455.0,13475.0,13395.0,13415.0,11128.0
2014-02-21,13480.0,13520.0,13465.0,13485.0,8978.0
2014-02-24,13510.0,13550.0,13355.0,13385.0,17580.0
2014-02-25,13330.0,13445.0,13320.0,13330.0,12698.0
2014-02-26,13315.0,13385.0,13310.0,13375.0,14860.0
2014-02-27,13390.0,13425.0,13360.0,13365.0,15592.0
2014-02-28,13360.0,13390.0,13330.0,13350.0,12186.0
2014-03-03,13360.0,13360.0,13205.0,13235.0,21424.0
2014-03-04,13210.0,13265.0,13175.0,13265.0,15576.0
2014-03-05,13265.0,13340.0,13245.0,13295.0,19536.0
2014-03-06,13320.0,13325.0,13215.0,13240.0,17774.0
2014-03-07,13260.0,13290.0,13210.0,13230.0,14164.0
2014-03-10,13200.0,13230.0,13095.0,13140.0,35318.0
2014-03-11,13160.0,13280.0,13155.0,13245.0,20846.0
2014-03-12,13225.0,13255.0,13150.0,13250.0,21748.0
2014-03-13,13235.0,13280.0,13210.0,13215.0,14404.0
2014-03-14,13190.0,13195.0,13125.0,13145.0,23836.0
2014-03-17,13160.0,13185.0,13080.0,13095.0,15200.0
2014-03-18,13105.0,13110.0,12985.0,13010.0,26946.0
2014-03-19,12990.0,13040.0,12880.0,12900.0,29666.0
2014-03-20,12835.0,13010.0,12635.0,12810.0,61616.0
2014-03-21,12750.0,12855.0,12710.0,12760.0,37572.0
2014-03-24,12785.0,12810.0,12700.0,12750.0,26368.0
2014-03-25,12765.0,12880.0,12730.0,12880.0,33942.0
2014-03-26,12950.0,12950.0,12840.0,12940.0,27534.0
2014-03-27,12920.0,12965.0,12870.0,12915.0,28108.0
2014-03-28,12920.0,13095.0,12915.0,13035.0,34006.0
2014-03-31,13075.0,13090.0,12970.0,13015.0,22844.0
2014-04-01,13045.0,13075.0,13000.0,13025.0,22682.0
2014-04-02,13030.0,13090.0,12930.0,13080.0,38012.0
2014-04-03,13130.0,13175.0,13035.0,13110.0,42928.0
2014-04-04,13100.0,13170.0,13060.0,13155.0,25118.0
2014-04-08,13110.0,13145.0,13090.0,13130.0,16320.0
2014-04-09,13075.0,13135.0,13035.0,13060.0,19792.0
2014-04-10,13050.0,13220.0,13015.0,13160.0,43962.0
2014-04-11,13175.0,13290.0,13170.0,13265.0,47872.0
2014-04-14,13210.0,13250.0,13180.0,13235.0,27442.0
2014-04-15,13230.0,13265.0,13195.0,13210.0,23302.0
2014-04-16,13150.0,13210.0,13130.0,13185.0,15162.0
2014-04-17,13230.0,13255.0,13210.0,13240.0,14676.0
2014-04-18,13230.0,13230.0,13170.0,13225.0,13500.0
2014-04-21,13230.0,13230.0,13185.0,13200.0,8912.0
2014-04-22,13200.0,13260.0,13185.0,13250.0,11890.0
2014-04-23,13265.0,13455.0,13255.0,13445.0,32898.0
2014-04-24,13430.0,13725.0,13430.0,13695.0,100760.0
2014-04-25,13705.0,13710.0,13495.0,13580.0,82582.0
2014-04-28,13570.0,13620.0,13500.0,13535.0,49402.0
2014-04-29,13490.0,13530.0,13405.0,13420.0,48516.0
2014-04-30,13445.0,13445.0,13305.0,13330.0,43088.0
2014-05-05,13300.0,13335.0,13210.0,13210.0,26178.0
2014-05-06,13215.0,13280.0,13145.0,13190.0,29770.0
2014-05-07,13185.0,13205.0,13085.0,13095.0,39080.0
2014-05-08,13050.0,13070.0,13000.0,13055.0,30460.0
2014-05-09,13050.0,13210.0,13040.0,13180.0,55120.0
2014-05-12,13135.0,13235.0,13110.0,13185.0,40504.0
2014-05-13,13215.0,13260.0,13125.0,13165.0,38940.0
2014-05-14,13155.0,13175.0,13090.0,13140.0,32746.0
2014-05-15,13200.0,13200.0,13105.0,13110.0,28904.0
2014-05-16,13110.0,13110.0,12965.0,13070.0,34914.0
2014-05-19,13075.0,13170.0,13055.0,13140.0,22414.0
2014-05-20,13125.0,13220.0,13105.0,13125.0,36298.0
2014-05-21,13100.0,13135.0,13070.0,13075.0,19194.0
2014-05-22,13050.0,13160.0,13035.0,13130.0,14702.0
2014-05-23,13160.0,13475.0,13150.0,13435.0,76818.0
2014-05-26,13540.0,13660.0,13470.0,13505.0,146776.0
2014-05-27,13515.0,13570.0,13375.0,13430.0,96268.0
2014-05-28,13470.0,13525.0,13430.0,13475.0,72402.0
2014-05-29,13500.0,13530.0,13390.0,13395.0,65534.0
2014-05-30,13375.0,13550.0,13365.0,13530.0,75948.0
2014-06-03,13520.0,13545.0,13450.0,13480.0,28976.0
2014-06-04,13440.0,13495.0,13360.0,13365.0,55508.0
2014-06-05,13300.0,13425.0,13290.0,13400.0,43818.0
2014-06-06,13385.0,13460.0,13375.0,13425.0,43930.0
2014-06-09,13420.0,13680.0,13390.0,13675.0,206628.0
2014-06-10,13700.0,13845.0,13510.0,13615.0,456958.0
2014-06-11,13595.0,13705.0,13590.0,13635.0,199608.0
2014-06-12,13580.0,13630.0,13445.0,13460.0,144874.0
2014-06-13,13470.0,13495.0,13385.0,13470.0,150842.0
2014-06-16,13460.0,13510.0,13420.0,13450.0,77884.0
2014-06-17,13450.0,13490.0,13425.0,13460.0,50804.0
2014-06-18,13440.0,13495.0,13380.0,13390.0,62738.0
2014-06-19,13455.0,13490.0,13395.0,13460.0,74318.0
2014-06-20,13495.0,13585.0,13450.0,13565.0,76892.0
2014-06-23,13535.0,13550.0,13475.0,13510.0,61308.0
2014-06-24,13560.0,13585.0,13425.0,13480.0,54820.0
2014-06-25,13525.0,13545.0,13430.0,13520.0,60304.0
2014-06-26,13520.0,13595.0,13520.0,13590.0,37110.0
2014-06-27,13580.0,13600.0,13535.0,13540.0,36212.0
2014-06-30,13550.0,13555.0,13455.0,13475.0,47858.0
2014-07-01,13490.0,13630.0,13485.0,13595.0,73820.0
2014-07-02,13550.0,13575.0,13460.0,13540.0,53288.0
2014-07-03,13575.0,13710.0,13555.0,13665.0,140916.0
2014-07-04,13650.0,13750.0,13635.0,13680.0,102796.0
2014-07-07,13665.0,13685.0,13555.0,13560.0,54124.0
2014-07-08,13605.0,13680.0,13595.0,13660.0,61268.0
2014-07-09,13715.0,13740.0,13610.0,13660.0,71394.0
2014-07-10,13710.0,13760.0,13595.0,13645.0,61584.0
2014-07-11,13600.0,13655.0,13580.0,13610.0,39400.0
2014-07-14,13635.0,13695.0,13610.0,13640.0,55700.0
2014-07-15,13640.0,13680.0,13600.0,13680.0,39794.0
2014-07-16,13695.0,13790.0,13650.0,13740.0,113224.0
2014-07-17,13825.0,13875.0,13750.0,13800.0,145418.0
2014-07-18,13860.0,13935.0,13775.0,13865.0,125624.0
2014-07-21,13830.0,14040.0,13785.0,13995.0,143854.0
2014-07-22,14075.0,14220.0,14045.0,14125.0,171706.0
2014-07-23,14160.0,14250.0,14080.0,14190.0,84106.0
2014-07-24,14105.0,14140.0,14035.0,14075.0,89812.0
2014-07-25,14100.0,14250.0,14020.0,14220.0,110836.0
2014-07-28,14200.0,14265.0,14075.0,14175.0,136354.0
2014-07-29,14170.0,14210.0,14105.0,14130.0,79690.0
2014-07-30,14035.0,14085.0,13930.0,14005.0,125870.0
2014-07-31,14055.0,14145.0,14045.0,14145.0,116118.0
2014-08-01,14135.0,14175.0,14000.0,14035.0,126774.0
2014-08-04,14000.0,14050.0,13965.0,13985.0,103990.0
2014-08-05,14075.0,14170.0,14070.0,14110.0,97190.0
2014-08-06,14075.0,14105.0,14035.0,14035.0,60228.0
2014-08-07,14030.0,14155.0,14030.0,14085.0,108030.0
2014-08-08,14120.0,14185.0,14060.0,14085.0,103506.0
2014-08-11,14110.0,14160.0,14070.0,14130.0,114214.0
2014-08-12,14170.0,14230.0,14090.0,14170.0,97738.0
2014-08-13,14210.0,14240.0,14115.0,14155.0,126140.0
2014-08-14,14145.0,14170.0,14075.0,14105.0,92416.0
2014-08-15,14080.0,14095.0,13900.0,14010.0,152824.0
2014-08-18,13930.0,14070.0,13910.0,14025.0,87944.0
2014-08-19,14005.0,14155.0,14000.0,14145.0,59186.0
2014-08-20,14145.0,14165.0,14110.0,14160.0,71312.0
2014-08-21,14220.0,14365.0,14205.0,14345.0,135344.0
2014-08-22,14335.0,14385.0,14245.0,14330.0,127346.0
2014-08-25,14320.0,14360.0,14260.0,14290.0,63694.0
2014-08-26,14345.0,14400.0,14315.0,14400.0,35982.0
2014-08-27,14480.0,14520.0,14415.0,14460.0,50798.0
2014-08-28,14445.0,14475.0,14340.0,14445.0,53442.0
2014-08-29,14420.0,14540.0,14340.0,14505.0,98878.0
2014-09-01,14560.0,14665.0,14465.0,14610.0,151388.0
2014-09-02,14580.0,14940.0,14545.0,14890.0,283802.0
2014-09-03,14860.0,15010.0,14825.0,14875.0,311184.0
2014-09-04,14820.0,14920.0,14780.0,14895.0,223894.0
2014-09-05,14985.0,14985.0,14820.0,14930.0,154080.0
2014-09-09,14910.0,14910.0,14700.0,14775.0,116036.0
2014-09-10,14695.0,14745.0,14460.0,14595.0,354446.0
2014-09-11,14580.0,14685.0,14510.0,14525.0,205498.0
2014-09-12,14480.0,14570.0,14440.0,14555.0,155564.0
2014-09-15,14535.0,14605.0,14235.0,14395.0,172802.0
2014-09-16,14300.0,14380.0,14260.0,14280.0,173544.0
2014-09-17,14295.0,14450.0,14255.0,14395.0,151388.0
2014-09-18,14310.0,14345.0,14200.0,14235.0,43588.0
2014-09-19,14235.0,14305.0,14200.0,14215.0,48470.0
2014-09-22,14235.0,14290.0,13990.0,13990.0,66872.0
2014-09-23,14005.0,14110.0,13965.0,14085.0,42172.0
