指标名称,银行间质押式回购加权利率:7天,银行间质押式回购加权利率:1个月,成交量:银行间质押式回购,中债商业银行同业存单到期收益率(AAA):3个月,中债商业银行同业存单到期收益率(AAA):1年,中债商业银行普通债到期收益率(AAA):1年,中债商业银行普通债到期收益率(AAA):5年,同业存单:发行利率(股份制银行):3个月,同业存单:发行利率(股份制银行):1年,银行间同业拆借加权利率:7天,中国工商银行:定期存款利率:1年(整存整取),中国工商银行:活期存款利率
2005-12-29,1.5173,1.77,913.8094,,,,,,,1.965,,
2005-12-30,1.5067,,504.6637,,,,,,,1.5491,,
2005-12-31,1.5077,,698.7495,,,,,,,1.5473,,
2006-01-04,1.5017,1.77,758.43,,,,,,,1.6333,,
2006-01-05,1.4949,1.7713,486.9517,,,,,,,1.9051,,
2006-01-06,1.4855,1.7858,641.9541,,,,,,,1.8559,,
2006-01-09,1.4764,1.7163,492.9291,,,,,,,1.7489,,
2006-01-10,1.4693,1.6962,485.0014,,,,,,,1.8646,,
2006-01-11,1.4658,1.6889,655.0934,,,,,,,1.7648,,
2006-01-12,1.4635,1.6996,758.7186,,,,,,,1.6725,,
2006-01-13,1.4562,1.6963,549.8644,,,,,,,1.659,,
2006-01-16,1.4531,1.7089,661.2734,,,,,,,1.7566,,
2006-01-17,1.447,1.7086,767.8632,,,,,,,1.6733,,
2006-01-18,1.4423,1.7073,1180.7138,,,,,,,1.5627,,
2006-01-19,1.4706,1.7316,791.8529,,,,,,,1.7545,,
2006-01-20,1.4913,2.0054,710.2764,,,,,,,1.9391,,
2006-01-23,1.5551,2.0115,1192.0062,,,,,,,1.8713,,
2006-01-24,1.9389,2.2448,859.5102,,,,,,,2.3076,,
2006-01-25,3.0712,2.5878,667.3891,,,,,,,2.3777,,
2006-01-26,2.4364,,661.4003,,,,,,,2.4211,,
2006-01-27,2.0216,,380.0406,,,,,,,2.5397,,
2006-01-28,,,12.5,,,,,,,2.3473,,
2006-02-05,1.5579,,222.178,,,,,,,1.8275,,
2006-02-06,1.5018,1.62,590.5622,,,,,,,1.8033,,
2006-02-07,1.4891,1.6211,714.1017,,,,,,,1.529,,
2006-02-08,1.4771,1.6146,676.2601,,,,,,,1.6426,,
2006-02-09,1.4616,1.618,530.5509,,,,,,,1.7039,,
2006-02-10,1.4198,1.6025,557.88,,,,,,,1.802,,
2006-02-13,1.4064,1.6,790.1891,,,,,,,1.7666,,
2006-02-14,1.3958,1.6,1018.2116,,,,,,,1.6231,,
2006-02-15,1.3741,1.5701,945.9376,,,,,,,1.7183,,
2006-02-16,1.3507,1.5361,798.4562,,,,,,,1.6881,,
2006-02-17,1.3374,1.4994,903.0021,,,,,,,1.6018,,
2006-02-20,1.3243,,944.4271,,,,,,,1.7613,,
2006-02-21,1.3054,1.5,948.8559,,,,,,,1.6477,,
2006-02-22,1.3102,1.5524,1198.3695,,,,,,,1.4338,,
2006-02-23,1.3192,1.55,908.1605,,,,,,,1.7313,,
2006-02-24,1.3157,1.55,767.0955,,,,,,,1.563,,
2006-02-27,1.3471,1.4815,905.1935,,,,,,,1.6079,,
2006-02-28,1.3775,,929.6746,,,,,,,1.7849,,
2006-03-01,1.3805,1.5975,949.1967,,,,,,,1.692,,
2006-03-02,1.394,1.5957,1043.0911,,,,,,,1.6042,,
2006-03-03,1.4123,1.6,844.3746,,,,,,,1.7271,,
2006-03-06,1.4114,1.6,963.5423,,,,,,,1.6735,,
2006-03-07,1.4436,1.6,1023.2169,,,,,,,1.6943,,
2006-03-08,1.4372,1.6007,903.4422,,,,,,,1.6738,,
2006-03-09,1.4336,1.5969,914.7721,,,,,,,1.74,,
2006-03-10,1.4224,1.6105,1044.4992,,,,,,,1.7893,,
2006-03-13,1.4084,1.6008,1133.2587,,,,,,,1.7118,,
2006-03-14,1.3997,1.6,1115.8044,,,,,,,1.7697,,
2006-03-15,1.4074,1.5788,1149.291,,,,,,,1.6164,,
2006-03-16,1.4241,1.5918,973.3603,,,,,,,1.7627,,
2006-03-17,1.4124,1.5759,1041.9934,,,,,,,1.7596,,
2006-03-20,1.4121,1.5897,1369.6198,,,,,,,1.7745,,
2006-03-21,1.4235,1.604,1294.8695,,,,,,,1.7495,,
2006-03-22,1.5124,1.8,1140.6064,,,,,,,1.7682,,
2006-03-23,1.622,1.9033,1025.4948,,,,,,,1.8545,,
2006-03-24,1.6277,1.8125,925.1316,,,,,,,1.8017,,
2006-03-27,1.6329,1.8269,1013.7918,,,,,,,1.8458,,
2006-03-28,1.6245,1.81,990.4556,,,,,,,1.8498,,
2006-03-29,1.623,1.82,960.8537,,,,,,,1.8125,,
2006-03-30,1.6211,1.82,1075.1335,,,,,,,1.8422,,
2006-03-31,1.618,,837.01,,,,,,,1.6971,,
2006-04-03,1.6109,1.7403,1094.497,,,,,,,1.9737,,
2006-04-04,1.5963,1.7585,1028.2513,,,,,,,1.7541,,
2006-04-05,1.5961,1.7461,1035.7302,,,,,,,1.7944,,
2006-04-06,1.5912,1.7468,937.1649,,,,,,,1.8098,,
2006-04-07,1.567,1.75,851.9239,,,,,,,1.7539,,
2006-04-10,1.5399,1.7581,1091.1408,,,,,,,1.8081,,
2006-04-11,1.5216,1.7493,1149.4913,,,,,,,1.7766,,
2006-04-12,1.5117,1.7607,1020.1521,,,,,,,1.816,,
2006-04-13,1.5144,1.7492,1016.1639,,,,,,,1.6366,,
2006-04-14,1.553,1.7827,854.4049,,,,,,,1.6156,,
2006-04-17,1.6082,1.7786,997.5404,,,,,,,1.8534,,
2006-04-18,1.6572,2.0245,1045.4393,,,,,,,1.8967,,
2006-04-19,1.6814,2.005,818.1343,,,,,,,1.8783,,
2006-04-20,1.721,2.1928,681.1127,,,,,,,1.8298,,
2006-04-21,1.7339,2.191,656.9407,,,,,,,1.9371,,
2006-04-24,1.7696,2.1738,988.6669,,,,,,,2.0947,,
2006-04-25,1.811,2.2269,953.6758,,,,,,,2.1556,,
2006-04-26,1.87,2.2878,1144.9072,,,,,,,2.1243,,
2006-04-27,1.9458,2.2919,1030.1609,,,,,,,2.3458,,
2006-04-28,2.1103,2.35,813.5585,,,,,,,2.3613,,
2006-04-29,1.8798,2.35,533.7135,,,,,,,2.3181,,
2006-04-30,1.7923,,338.681,,,,,,,2.05,,
2006-05-08,1.7924,2.0596,839.0002,,,,,,,2.0211,,
2006-05-09,1.7803,1.8912,839.7205,,,,,,,1.8681,,
2006-05-10,1.764,2.1117,967.6131,,,,,,,1.9307,,
2006-05-11,1.7682,1.9106,921.55,,,,,,,1.9006,,
2006-05-12,1.7483,1.8994,938.3911,,,,,,,1.9397,,
2006-05-15,1.7175,1.853,1076.9573,,,,,,,1.9372,,
2006-05-16,1.6947,1.8283,900.8807,,,,,,,1.8707,,
2006-05-17,1.6377,1.8714,1238.7705,,,,,,,1.7981,,
2006-05-18,1.6829,1.84,860.8788,,,,,,,1.8856,,
2006-05-19,1.655,1.8303,890.5277,,,,,,,1.8243,,
2006-05-22,1.6368,1.8109,936.6985,,,,,,,1.8316,,
2006-05-23,1.6152,1.81,979.1005,,,,,,,1.8742,,
2006-05-24,1.6394,1.8473,1007.7903,,,,,,,1.73,,
2006-05-25,1.6384,1.8455,868.3976,,,,,,,1.755,,
2006-05-26,1.6153,1.8482,710.038,,,,,,,1.8892,,
2006-05-29,1.6141,1.8496,846.6116,,,,,,,1.8631,,
2006-05-30,1.6148,1.8576,1080.0813,,,,,,,1.8459,,
2006-05-31,1.6669,1.9716,1144.8107,,,,,,,1.8637,,
2006-06-01,1.7361,1.9549,907.0133,,,,,,,1.9393,,
2006-06-02,1.7354,1.9667,788.6313,,,,,,,1.9528,,
2006-06-05,1.7452,1.97,838.4524,,,,,,,2.0936,,
2006-06-06,1.7548,2.4642,997.7569,,,,,,,2.0499,,
2006-06-07,1.7972,2.0627,851.4797,,,,,,,1.9233,,
2006-06-08,1.8123,2.3882,833.2176,,,,,,,1.9733,,
2006-06-09,1.8111,2.7276,858.6729,,,,,,,1.9514,,
2006-06-12,1.837,2.6041,815.8437,,,,,,,2.2353,,
2006-06-13,1.8772,2.2869,887.5264,,,,,,,2.1105,,
2006-06-14,1.985,2.7367,923.3259,,,,,,,2.0996,,
2006-06-15,2.0387,2.904,582.4784,,,,,,,2.0785,,
2006-06-16,2.0565,2.8886,660.9849,,,,,,,2.0799,,
2006-06-19,2.2674,3.2262,796.1436,,,,,,,2.3098,,
2006-06-20,2.1825,3.0703,665.9792,,,,,,,2.5066,,
2006-06-21,2.1269,3.0,618.1403,,,,,,,2.0799,,
2006-06-22,2.0933,3.0,935.8579,,,,,,,2.3563,,
2006-06-23,2.0911,,695.7781,,,,,,,2.5408,,
2006-06-26,2.0793,2.9,804.2004,,,,,,,2.4134,,
2006-06-27,2.0566,2.8879,907.2589,,,,,,,2.1971,,
2006-06-28,2.0291,2.8613,1178.6987,,,,,,,2.1312,,
2006-06-29,2.0948,2.4384,1266.1165,,,,,,,2.2075,,
2006-06-30,2.0809,2.4623,951.5437,,,,,,,2.0965,,
2006-07-03,2.0886,2.4917,716.1706,,,,,,,2.2941,,
2006-07-04,2.0953,2.493,810.4939,,,,,,,2.2119,,
2006-07-05,2.066,2.6338,778.7955,,,,,,,2.152,,
2006-07-06,2.0406,2.2936,960.5226,,,,,,,2.1483,,
2006-07-07,2.0307,2.2354,1165.0695,,,,,,,2.2491,,
2006-07-10,2.0108,2.4268,1286.3889,,,,,,,2.3104,,
2006-07-11,1.9996,2.3535,1154.4796,,,,,,,2.111,,
2006-07-12,1.9492,2.2032,1099.3667,,,,,,,2.1048,,
2006-07-13,1.9408,2.2145,1236.5054,,,,,,,2.2371,,
2006-07-14,1.9956,2.3507,1082.2639,,,,,,,2.1488,,
2006-07-17,2.1023,2.4368,1409.9066,,,,,,,2.2458,,
2006-07-18,2.2067,3.1322,1411.4359,,,,,,,2.1924,,
2006-07-19,2.3988,3.2603,1442.8477,,,,,,,2.5501,,
2006-07-20,2.5863,3.265,1317.317,,,,,,,2.5894,,
2006-07-21,2.6539,3.2612,1211.3832,,,,,,,2.6866,,
2006-07-24,2.6689,3.2258,1170.814,,,,,,,2.6799,,
2006-07-25,2.6729,3.2513,1210.7718,,,,,,,2.7018,,
2006-07-26,2.6669,3.2,1041.7668,,,,,,,2.7441,,
2006-07-27,2.6924,3.1023,952.388,,,,,,,2.683,,
2006-07-28,2.6853,3.1,791.1947,,,,,,,2.8098,,
2006-07-31,2.661,3.2116,904.6833,,,,,,,2.8228,,
2006-08-01,2.6619,,947.9849,,,,,,,2.7181,,
2006-08-02,2.6655,3.1135,960.8472,,,,,,,2.6907,,
2006-08-03,2.6638,2.9876,881.5536,,,,,,,2.7693,,
2006-08-04,2.6076,3.0506,835.2635,,,,,,,2.861,,
2006-08-07,2.6165,3.004,1006.2927,,,,,,,2.6964,,
2006-08-08,2.6008,3.0,933.3556,,,,,,,2.4392,,
2006-08-09,2.5936,2.9497,1000.8839,,,,,,,2.8775,,
2006-08-10,2.5803,2.9222,1049.7684,,,,,,,2.6976,,
2006-08-11,2.5313,,881.1095,,,,,,,2.7485,,
2006-08-14,2.5031,2.8293,1122.337,,,,,,,2.5667,,
2006-08-15,2.4474,2.8,1252.0273,,,,,,,2.3212,,
2006-08-16,2.456,2.6638,1286.4415,,,,,,,2.3379,,
2006-08-17,2.4468,2.6339,990.7679,,,,,,,2.484,,
2006-08-18,2.3963,2.6202,824.7943,,,,,,,2.4225,,
2006-08-21,2.4874,2.8933,834.5806,,,,,,,2.4683,,
2006-08-22,2.4203,2.845,838.3539,,,,,,,2.3321,,
2006-08-23,2.3745,2.8,915.2958,,,,,,,2.5495,,
2006-08-24,2.323,2.7911,1021.9514,,,,,,,2.4817,,
2006-08-25,2.223,2.65,959.6286,,,,,,,2.4471,,
2006-08-28,2.1406,2.5484,1322.1709,,,,,,,2.338,,
2006-08-29,2.1428,2.6166,1403.3392,,,,,,,2.176,,
2006-08-30,2.1768,2.7,1509.9268,,,,,,,2.3923,,
2006-08-31,2.215,2.571,1252.0743,,,,,,,2.3121,,
2006-09-01,2.2279,2.6,1089.0478,,,,,,,2.3139,,
2006-09-04,2.2218,2.536,1180.07,,,,,,,2.4464,,
2006-09-05,2.1813,2.55,1428.5124,,,,,,,2.3047,,
2006-09-06,2.1794,2.5587,1346.3715,,,,,,,2.392,,
2006-09-07,2.1321,2.5536,1434.4666,,,,,,,2.5737,,
2006-09-08,2.1175,2.55,1390.9344,,,,,,,2.4734,,
2006-09-11,2.0899,2.527,1378.1877,,,,,,,2.2224,,
2006-09-12,2.0697,2.248,1337.9115,,,,,,,2.3553,,
2006-09-13,2.0889,2.4585,1456.3549,,,,,,,2.286,,
2006-09-14,2.0912,2.2472,1349.5547,,,,,,,2.3525,,
2006-09-15,2.0827,2.223,827.4659,,,,,,,2.2026,,
2006-09-18,2.0454,2.2398,1025.2745,,,,,,,2.2816,,
2006-09-19,2.0218,2.3368,1132.4976,,,,,,,2.3782,,
2006-09-20,2.0036,2.35,1503.2882,,,,,,,2.3389,,
2006-09-21,2.0436,2.4143,1432.843,,,,,,,2.1029,,
2006-09-22,2.1926,2.4576,1287.5544,,,,,,,2.5847,,
2006-09-25,2.287,2.4909,1515.4442,,,,,,,2.502,,
2006-09-26,2.3069,2.5197,1195.5064,,,,,,,2.5092,,
2006-09-27,2.2878,2.5212,1375.1322,,,,,,,2.5375,,
2006-09-28,2.3729,2.5296,1228.988,,,,,,,2.6422,,
2006-09-29,2.3963,2.5522,1474.0288,,,,,,,2.7533,,
2006-09-30,2.3023,2.5512,916.1275,,,,,,,2.5169,,
2006-10-08,2.2443,2.4374,937.0465,,,,,,,2.573,,
2006-10-09,2.2596,2.6381,1357.601,,,,,,,2.7135,,
2006-10-10,2.2491,2.6919,1130.8217,,,,,,,2.5097,,
2006-10-11,2.2455,2.659,1214.5469,,,,,,,2.3956,,
2006-10-12,2.2468,2.6166,1353.3021,,,,,,,2.4511,,
2006-10-13,2.2478,2.647,1187.0748,,,,,,,2.3233,,
2006-10-16,2.2992,2.6404,1359.9985,,,,,,,2.4778,,
2006-10-17,2.3913,2.677,1085.1947,,,,,,,2.6027,,
2006-10-18,2.476,2.6602,1302.3798,,,,,,,2.6708,,
2006-10-19,2.4958,2.6,1375.5446,,,,,,,2.7748,,
2006-10-20,2.4822,2.5918,1076.8386,,,,,,,2.4932,,
2006-10-23,2.4531,2.6001,1427.8488,,,,,,,2.5083,,
2006-10-24,2.4625,2.6018,1601.0612,,,,,,,2.681,,
2006-10-25,2.3677,2.565,1510.5052,,,,,,,2.5578,,
2006-10-26,2.3116,2.58,1115.4441,,,,,,,2.5168,,
2006-10-27,2.2972,2.5978,1126.9862,,,,,,,2.5769,,
2006-10-30,2.3728,2.6099,1482.6475,,,,,,,2.6342,,
2006-10-31,2.4099,2.6298,1794.0204,,,,,,,2.5068,,
2006-11-01,2.4721,2.66,1478.4707,,,,,,,2.5492,,
2006-11-02,2.4837,2.62,1244.3257,,,,,,,2.7442,,
2006-11-03,2.419,2.6657,1142.7166,,,,,,,2.7852,,
2006-11-06,2.5652,2.7934,1343.9298,,,,,,,2.7427,,
2006-11-07,2.6959,2.8667,1304.325,,,,,,,2.7539,,
2006-11-08,2.8472,2.9104,1450.9646,,,,,,,2.8257,,
2006-11-09,2.9489,3.0621,1570.4258,,,,,,,2.8852,,
2006-11-10,3.185,3.0245,1833.9456,,,,,,,3.0174,,
2006-11-13,3.3418,3.2088,2647.6826,,,,,,,3.0107,,
2006-11-14,3.6357,3.2357,1398.7116,,,,,,,3.4695,,
2006-11-15,3.683,3.2126,1456.8674,,,,,,,3.5618,,
2006-11-16,3.5374,3.5347,1429.4003,,,,,,,3.5218,,
2006-11-17,3.8231,3.1394,1528.7842,,,,,,,3.6682,,
2006-11-20,3.938,3.3388,1796.5518,,,,,,,3.7028,,
2006-11-21,3.9986,3.5,1239.5038,,,,,,,3.5873,,
2006-11-22,3.7241,3.3179,1355.5554,,,,,,,3.5738,,
2006-11-23,3.7258,3.2283,1291.5384,,,,,,,3.6641,,
2006-11-24,3.8807,3.1967,1088.5265,,,,,,,3.6112,,
2006-11-27,3.1618,3.1062,1147.1813,,,,,,,3.2976,,
2006-11-28,3.0298,3.0,1010.9217,,,,,,,3.357,,
2006-11-29,2.4678,3.186,1058.4864,,,,,,,2.5678,,
2006-11-30,2.4166,3.1675,1156.5035,,,,,,,2.5367,,
2006-12-01,2.3696,2.745,880.0454,,,,,,,2.666,,
2006-12-04,2.3498,2.6991,1095.1414,,,,,,,2.5562,,
2006-12-05,2.306,2.7132,1229.932,,,,,,,2.6142,,
2006-12-06,2.2897,2.7,1173.1975,,,,,,,2.4966,,
2006-12-07,2.2532,2.4697,1114.4799,,,,,,,2.5686,,
2006-12-08,2.2372,2.5301,924.4721,,,,,,,2.4005,,
2006-12-11,2.2357,2.5394,1213.4253,,,,,,,2.4008,,
2006-12-12,2.197,2.5256,1283.9825,,,,,,,2.6245,,
2006-12-13,2.22,2.5455,1371.299,,,,,,,2.5589,,
2006-12-14,2.0535,2.5621,1105.0394,,,,,,,2.331,,
2006-12-15,2.0344,2.571,1056.4083,,,,,,,2.2699,,
2006-12-18,2.0204,2.5632,1304.9657,,,,,,,2.2926,,
2006-12-19,1.9794,2.5077,1636.4973,,,,,,,2.1424,,
2006-12-20,1.9599,2.5459,1520.2992,,,,,,,2.2438,,
2006-12-21,1.8898,2.54,905.3889,,,,,,,2.0926,,
2006-12-22,2.1039,2.5494,1296.071,,,,,,,2.1789,,
2006-12-25,2.2861,2.5492,1631.0924,,,,,,,2.5524,,
2006-12-26,2.279,2.5871,1435.925,,,,,,,2.5009,,
2006-12-27,2.2693,2.6067,1143.2253,,,,,,,2.4427,,
2006-12-28,2.073,,798.51,,,,,,,2.1248,,
2006-12-29,1.9503,2.52,1166.5876,,,,,,,2.0308,,
2006-12-30,1.8866,2.52,543.3567,,,,,,,2.1073,,
2006-12-31,1.5147,,596.1241,,,,,,,2.8768,,
2007-01-04,1.5083,2.5118,676.1879,,,,,,,1.8692,,
2007-01-05,1.4816,2.45,716.2182,,,,,,,1.6448,,
2007-01-08,1.4403,2.38,702.0061,,,,,,,1.6463,,
2007-01-09,1.4291,2.38,588.6409,,,,,,,2.262,,
2007-01-10,1.4124,2.3098,815.7729,,,,,,,2.0055,,
2007-01-11,1.3989,1.9616,1195.9406,,,,,,,2.2073,,
2007-01-12,1.389,1.9015,1028.8207,,,,,,,1.9197,,
2007-01-15,1.3617,2.1222,1024.0697,,,,,,,1.776,,
2007-01-16,1.3454,2.1313,1332.5918,,,,,,,1.4541,,
2007-01-17,1.4828,2.1267,1752.8607,,,,,,,1.8796,,
2007-01-18,1.5043,2.25,1556.0442,,,,,,,1.6313,,
2007-01-19,1.5967,,1347.2725,,,,,,,1.777,,
2007-01-22,1.7921,,2019.137,,,,,,,2.2458,,
2007-01-23,1.9457,,1846.8823,,,,,,,2.1065,,
2007-01-24,1.9932,,1337.535,,,,,,,2.0754,,
2007-01-25,2.0067,2.5,1183.0804,,,,,,,2.4194,,
2007-01-26,2.0645,,1122.8928,,,,,,,2.3946,,
2007-01-29,2.0919,2.5608,1653.1906,,,,,,,2.2442,,
2007-01-30,2.0941,2.56,1424.2122,,,,,,,2.5833,,
2007-01-31,2.077,2.5644,1561.0666,,,,,,,2.1262,,
2007-02-01,2.0686,2.5768,1197.0129,,,,,,,2.3096,,
2007-02-02,1.9716,2.5,1017.9261,,,,,,,2.2922,,
2007-02-05,2.0632,2.669,1566.54,,,,,,,2.4116,,
2007-02-06,2.1727,3.0533,1571.0159,,,,,,,2.4286,,
2007-02-07,2.5686,3.2226,1709.0724,,,,,,,2.4666,,
2007-02-08,3.5948,3.4811,1642.1932,,,,,,,3.145,,
2007-02-09,4.2001,4.0468,1901.726,,,,,,,3.9547,,
2007-02-12,4.6007,4.1175,2115.2881,,,,,,,4.1751,,
2007-02-13,3.3135,,1837.071,,,,,,,3.4442,,
2007-02-14,4.1057,2.7,1770.0753,,,,,,,3.6342,,
2007-02-15,2.359,3.05,1935.2227,,,,,,,3.3336,,
2007-02-16,2.0656,,959.4257,,,,,,,2.8702,,
2007-02-17,1.4767,,286.205,,,,,,,1.6337,,
2007-02-25,2.8125,,590.4816,,,,,,,2.4571,,
2007-02-26,2.632,2.4826,934.5458,,,,,,,2.5759,,
2007-02-27,2.4728,2.4,1012.3142,,,,,,,2.9785,,
2007-02-28,1.9663,2.4,1208.5144,,,,,,,2.2479,,
2007-03-01,1.7635,2.35,1052.7296,,,,,,,1.963,,
2007-03-02,1.6796,2.4,1128.2393,,,,,,,2.2666,,
2007-03-05,1.6512,2.2374,1204.0695,,,,,,,2.0371,,
2007-03-06,1.6009,2.2278,1173.9782,,,,,,,1.8585,,
2007-03-07,1.5397,2.2576,1397.2438,,,,,,,1.5736,,
2007-03-08,1.5067,2.225,1284.569,,,,,,,1.767,,
2007-03-09,1.4785,2.2586,1180.4153,,,,,,,1.8345,,
2007-03-12,1.4624,2.2834,1268.8872,,,,,,,1.8578,,
2007-03-13,1.4449,2.1752,1198.3345,,,,,,,2.0894,,
2007-03-14,1.4291,2.1576,1603.2458,,,,,,,1.6933,,
2007-03-15,1.4468,2.1921,1650.0356,,,,,,,1.965,,
2007-03-16,1.5106,2.2686,1592.3383,,,,,,,1.9845,,
2007-03-19,1.6542,2.3811,1513.8462,,,,,,,1.8938,,
2007-03-20,1.6943,2.41,1257.019,,,,,,,1.8954,,
2007-03-21,1.7481,2.3564,1452.8597,,,,,,,1.9606,,
2007-03-22,1.799,2.3838,1120.7299,,,,,,,2.1479,,
2007-03-23,1.856,2.3566,1348.0826,,,,,,,2.3851,,
2007-03-26,1.9375,2.4776,1232.2133,,,,,,,2.1033,,
2007-03-27,1.9524,2.7389,1342.7809,,,,,,,1.9745,,
2007-03-28,1.958,2.7548,1409.5512,,,,,,,2.0704,,
2007-03-29,1.9632,2.7073,1308.4611,,,,,,,2.0783,,
2007-03-30,1.9567,2.7,1261.5775,,,,,,,1.9979,,
2007-04-02,1.9327,2.7,1145.6993,,,,,,,2.0775,,
2007-04-03,1.942,2.706,1219.1875,,,,,,,2.0017,,
2007-04-04,1.9522,2.7417,1356.5443,,,,,,,2.0285,,
2007-04-05,1.9908,2.8009,1777.1434,,,,,,,2.2942,,
2007-04-06,2.1796,2.963,1531.3137,,,,,,,2.4434,,
2007-04-09,2.2921,3.05,1258.1024,,,,,,,2.3583,,
2007-04-10,2.3629,3.0029,1000.2365,,,,,,,2.5243,,
2007-04-11,2.3675,3.0613,988.7198,,,,,,,2.427,,
2007-04-12,2.3879,3.0434,1475.3315,,,,,,,2.4969,,
2007-04-13,2.4817,3.0809,1321.9459,,,,,,,2.7166,,
2007-04-16,2.9564,3.0083,1624.726,,,,,,,2.8027,,
2007-04-17,2.9766,3.5761,1625.5591,,,,,,,2.9474,,
2007-04-18,3.447,3.9934,1918.1674,,,,,,,3.4922,,
2007-04-19,4.1229,4.3687,1987.0402,,,,,,,4.0027,,
2007-04-20,4.2089,4.4093,1302.6677,,,,,,,4.0876,,
2007-04-23,4.5373,4.4037,1865.5309,,,,,,,4.4993,,
2007-04-24,4.7729,4.4514,2764.7766,,,,,,,4.8264,,
2007-04-25,4.7451,4.3,1925.6306,,,,,,,4.8093,,
2007-04-26,4.1207,,1269.8528,,,,,,,4.2742,,
2007-04-27,3.2861,,1396.9624,,,,,,,3.6109,,
2007-04-28,2.1957,,1146.9286,,,,,,,1.9953,,
2007-04-29,2.0613,,2019.9748,,,,,,,2.2277,,
2007-04-30,1.797,2.7113,1872.5264,,,,,,,1.8324,,
2007-05-08,1.7898,2.742,2367.3931,,,,,,,1.8079,,
2007-05-09,1.7969,2.778,2081.9883,,,,,,,1.9121,,
2007-05-10,1.8651,2.8255,1570.6467,,,,,,,2.0697,,
2007-05-11,3.0164,3.146,1379.7896,,,,,,,3.0043,,
2007-05-14,3.2043,3.1735,1385.2679,,,,,,,3.1986,,
2007-05-15,3.0559,3.1119,2115.6929,,,,,,,3.0683,,
2007-05-16,2.9719,2.9699,1273.4738,,,,,,,2.9992,,
2007-05-17,2.8536,2.8581,1411.2889,,,,,,,2.9414,,
2007-05-18,2.5321,2.8362,1500.46,,,,,,,2.6993,,
2007-05-21,2.5067,2.9866,1742.3062,,,,,,,2.5632,,
2007-05-22,2.4664,3.0061,1741.4688,,,,,,,2.5076,,
2007-05-23,2.3874,3.0,1515.7888,,,,,,,2.6179,,
2007-05-24,2.3632,3.0,1469.8318,,,,,,,2.3749,,
2007-05-25,2.343,3.0,1876.9587,,,,,,,2.4001,,
2007-05-28,2.3277,2.9984,1475.7482,,,,,,,2.5834,,
2007-05-29,2.302,3.0106,1510.5404,,,,,,,2.3162,,
2007-05-30,2.3229,3.0187,1787.3867,,,,,,,2.4451,,
2007-05-31,2.4669,3.0476,1771.3022,,,,,,,2.6658,,
2007-06-01,2.8151,3.0294,1442.3903,,,,,,,2.7438,,
2007-06-04,2.8416,3.0522,1378.8792,,,,,,,2.7572,,
2007-06-05,2.7938,3.0401,1592.3422,,,,,,,2.8009,,
2007-06-06,2.7463,2.9523,1578.7471,,,,,,,2.7557,,
2007-06-07,2.483,2.958,1670.2997,,,,,,,2.5568,,
2007-06-08,2.2961,2.9813,1383.4233,,,,,,,2.5776,,
2007-06-11,2.2875,2.9547,1322.2374,,,,,,,2.0421,,
2007-06-12,2.2727,2.9917,1558.1405,,,,,,,2.4266,,
2007-06-13,2.2731,2.997,1891.4554,,,,,,,2.3069,,
2007-06-14,3.3356,3.0376,2290.9788,,,,,,,3.2627,,
2007-06-15,4.316,3.0956,2423.6916,,,,,,,4.4011,,
2007-06-18,4.2808,3.21,2291.8667,,,,,,,4.3449,,
2007-06-19,3.994,3.1412,1984.0584,,,,,,,4.0339,,
2007-06-20,2.9929,3.1109,1873.684,,,,,,,3.4479,,
2007-06-21,2.2818,3.095,1729.4801,,,,,,,2.5622,,
2007-06-22,2.1871,3.0707,1410.7488,,,,,,,2.2077,,
2007-06-25,2.0145,3.0646,1368.7067,,,,,,,2.0751,,
2007-06-26,1.9582,2.9972,1262.6891,,,,,,,2.4021,,
2007-06-27,1.8475,2.9972,1218.6193,,,,,,,2.0627,,
2007-06-28,1.8415,2.9906,1810.204,,,,,,,2.0405,,
2007-06-29,2.9026,3.1104,2251.3298,,,,,,,2.8236,,
2007-07-02,3.6512,3.052,2458.1089,,,,,,,3.7501,,
2007-07-03,3.9433,2.7371,1810.5889,,,,,,,3.8544,,
2007-07-04,2.4,2.8836,1500.5477,,,,,,,2.7615,,
2007-07-05,2.3807,3.0059,1563.3332,,,,,,,2.5234,,
2007-07-06,2.366,3.0607,1752.8809,,,,,,,2.6988,,
2007-07-09,2.8959,3.1833,1929.556,,,,,,,2.9349,,
2007-07-10,3.8177,3.2504,2203.7168,,,,,,,3.9917,,
2007-07-11,3.9112,3.2976,2098.4773,,,,,,,4.2064,,
2007-07-12,3.223,3.29,1550.7852,,,,,,,3.8936,,
2007-07-13,3.0985,3.29,2009.1292,,,,,,,3.3879,,
2007-07-16,2.8608,3.2838,2202.4849,,,,,,,2.9072,,
2007-07-17,2.6853,3.1237,1566.6014,,,,,,,2.5463,,
2007-07-18,2.2201,3.0,1328.1335,,,,,,,2.9127,,
2007-07-19,2.1516,3.0,1536.2906,,,,,,,2.2351,,
2007-07-20,2.1121,2.9972,1622.3394,,,,,,,2.1993,,
2007-07-23,2.1517,2.975,1818.5471,,,,,,,2.6335,,
2007-07-24,2.1485,2.9848,1546.2515,,,,,,,2.6162,,
2007-07-25,2.144,2.6135,1449.5615,,,,,,,2.2052,,
2007-07-26,2.1142,2.9887,1536.6765,,,,,,,2.2771,,
2007-07-27,2.1174,3.0008,1553.8057,,,,,,,2.2632,,
